cases,z3_pass,dac_pass,z3_pass_rate,dac_pass_rate,z3_wilson_low,z3_wilson_high,dac_wilson_low,dac_wilson_high,dac_gains,dac_regressions,mcnemar_exact_p,both_pass,paired_wall_samples,z3_wall_sum_ms,dac_wall_sum_ms,z3_over_dac_wall_sum_ratio,z3_over_dac_wall_median_ratio,z3_over_dac_wall_geomean_ratio,dac_wall_wins,paired_runtime_samples,z3_runtime_sum_ms,dac_runtime_sum_ms,z3_over_dac_runtime_sum_ratio,z3_over_dac_runtime_median_ratio,z3_over_dac_runtime_geomean_ratio,dac_runtime_wins,dac_node_wins,node_ties,z3_node_wins,dac_level_wins,level_ties,z3_level_wins,z3_aig_nodes_sum,dac_aig_nodes_sum,z3_over_dac_aig_nodes_ratio,z3_delta_nodes_sum,dac_delta_nodes_sum,z3_delta_nodes_median,dac_delta_nodes_median,z3_delta_levels_sum,dac_delta_levels_sum,z3_delta_levels_median,dac_delta_levels_median,z3_cec_replayed,dac_cec_replayed,abc_sha256,z3_binary_sha256,dac_binary_sha256,z3_results_sha256,dac_results_sha256,cohort_label,z3_git_commit,z3_git_dirty,dac_context_sha256,dac_context_key,dac_manifest_sha256,dac_runner_sha256,dac_git_commit,dac_git_dirty,z3_records,z3_artifact_refs,z3_artifact_bytes,dac_records,dac_artifact_refs,dac_artifact_bytes
13,3,2,0.23076923076923078,0.15384615384615385,0.08179528718498569,0.5025637594672749,0.043258178358081184,0.4223463101948254,0,1,1.0,2,2,825.1841790042818,4226.820031995885,0.19522576612154305,0.19522593075171873,0.19522590635554027,0,2,649.617,4093.8,0.158683130587718,0.15866324486091898,0.1586450920865181,0,0,2,0,0,2,0,654,654,1.0,-12,-12,-6.0,-6.0,0,0,0.0,0.0,3,2,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,2bebfa7eadefbcbda545d255dbd26bfa2da85a7adeb0097bffd9d36a61668b41,ddaced4a3d969f341ec69da7fa2475a1ea3bdc7310513972a2f30e621048da2c,f51a3ce49b84b984da10caf19198601e422cfd2307ffd9c46afac3da2da0ecd0,844e4d1e67706ab512851c03eb8060d1bf2223c5c356b17fce28402d8dbb2fb0,V4 smoke_extended multi-Trojan diagnostic cohort,2d7dcc8cd9cfefe7aa60f07e3cc97ef09b89c0b3,True,b3d8846b984a41b2690b2ae94fefe279cd37838252d36cf6cb316ed1d6c77495,c95daba6de3c25a49f85ea991956cb401bafc5ba8a6656e5c47a453427ce5fba,a85a6a75260a9ff659d91ec4bc50a432e1343979418e94a24c581448fbacee82,b8e947e6d09cee55e5b662da46fe8b44f64525e88b8867a5b27620491a12f769,d77339e5ef9a3bad2d8f2a4a693f585404e9002b,False,13,47,6316762,13,32,51441
