version,circuit,trojan,old_status,new_status,transition,old_runtime_ms,new_runtime_ms,old_over_new_runtime,old_area_delta,new_reported_area_delta,old_level_delta,new_reported_level_delta
v1,c3540,c3540_trojan37,CEC_FAIL,PASS,GAIN,4153.350,1620.970,,1,-1,1,0
v1,c3540,c3540_trojan38,PASS,PASS,PASS_STABLE,2437.780,669.197,3.642844,2,-1,0,0
v1,c3540,c3540_trojan39,PASS,PASS,PASS_STABLE,7082.320,1862.150,3.803303,2,-1,1,0
v1,c3540,c3540_trojan4,PASS,PASS,PASS_STABLE,4297.520,2793.260,1.538532,-1,-1,0,0
v1,c3540,c3540_trojan40,PASS,PASS,PASS_STABLE,10041.300,10860.000,0.924613,-1,-1,0,0
v1,c3540,c3540_trojan41,PASS,PASS,PASS_STABLE,1705.640,969.020,1.760170,3,3,1,1
v1,c3540,c3540_trojan42,PASS,PASS,PASS_STABLE,6753.210,5087.490,1.327415,2,2,1,1
v1,c3540,c3540_trojan43,PASS,PASS,PASS_STABLE,8595.580,2750.240,3.125393,2,-1,1,0
v1,c3540,c3540_trojan44,PASS,PASS,PASS_STABLE,1388.770,497.839,2.789597,2,-1,0,0
v1,c3540,c3540_trojan45,PASS,PASS,PASS_STABLE,9810.580,5068.870,1.935457,2,-1,1,0
v1,c3540,c3540_trojan46,PASS,PASS,PASS_STABLE,2507.150,1712.850,1.463730,2,2,0,0
v1,c3540,c3540_trojan47,PASS,PASS,PASS_STABLE,10377.000,3233.030,3.209683,2,-1,0,0
v1,c3540,c3540_trojan48,PASS,PASS,PASS_STABLE,3302.830,2814.300,1.173588,2,-1,1,0
v1,c3540,c3540_trojan49,PASS,PASS,PASS_STABLE,1548.980,997.199,1.553331,-1,-1,0,0
v1,c3540,c3540_trojan5,PASS,PASS,PASS_STABLE,9296.600,6102.170,1.523491,-1,-1,0,0
v1,c3540,c3540_trojan50,PASS,PASS,PASS_STABLE,11822.600,3703.280,3.192467,3,-1,0,0
v1,c3540,c3540_trojan51,PASS,PASS,PASS_STABLE,5077.860,3225.790,1.574145,-1,-1,0,0
v1,c3540,c3540_trojan52,PASS,PASS,PASS_STABLE,11359.400,12616.300,0.900375,-1,-1,0,0
v1,c3540,c3540_trojan53,PASS,PASS,PASS_STABLE,3881.350,2529.870,1.534209,-1,-1,0,0
v1,c3540,c3540_trojan54,PASS,PASS,PASS_STABLE,9532.670,4841.080,1.969121,-1,-1,0,0
v1,c3540,c3540_trojan55,PASS,PASS,PASS_STABLE,12929.400,7701.040,1.678916,-1,-1,0,0
v1,c3540,c3540_trojan56,PASS,PASS,PASS_STABLE,896.072,627.845,1.427219,-1,-1,0,0
v1,c3540,c3540_trojan57,PASS,PASS,PASS_STABLE,2370.550,1221.110,1.941307,-1,-1,0,0
v1,c3540,c3540_trojan58,PASS,PASS,PASS_STABLE,3265.050,1917.910,1.702400,-1,-1,0,0
v1,c3540,c3540_trojan59,PASS,PASS,PASS_STABLE,3501.500,2640.940,1.325854,-1,-1,0,0
v1,c3540,c3540_trojan6,PASS,PASS,PASS_STABLE,1456.980,542.608,2.685143,2,-1,1,0
v1,c3540,c3540_trojan60,PASS,PASS,PASS_STABLE,5609.580,3842.370,1.459927,-1,-1,0,0
v1,c3540,c3540_trojan61,PASS,PASS,PASS_STABLE,11762.700,12277.100,0.958101,-1,-1,0,0
v1,c3540,c3540_trojan62,PASS,PASS,PASS_STABLE,1197.520,938.161,1.276455,-1,-1,0,0
v1,c3540,c3540_trojan63,PASS,PASS,PASS_STABLE,2975.570,1756.070,1.694448,-1,-1,0,0
v1,c3540,c3540_trojan64,PASS,PASS,PASS_STABLE,3315.020,1901.650,1.743234,-1,-1,0,0
v1,c3540,c3540_trojan65,PASS,PASS,PASS_STABLE,6864.910,4377.600,1.568190,-1,-1,0,0
v1,c3540,c3540_trojan66,PASS,PASS,PASS_STABLE,24901.400,7136.170,3.489463,3,-1,0,0
v1,c3540,c3540_trojan67,PASS,PASS,PASS_STABLE,9279.080,6888.120,1.347114,-1,-1,0,0
v1,c3540,c3540_trojan68,PASS,PASS,PASS_STABLE,9811.540,6789.430,1.445120,-1,-1,0,0
v1,c3540,c3540_trojan69,PASS,PASS,PASS_STABLE,1502.770,1027.380,1.462721,-1,-1,0,0
v1,c3540,c3540_trojan7,PASS,PASS,PASS_STABLE,2118.670,1198.780,1.767355,-1,-1,0,0
v1,c3540,c3540_trojan70,PASS,PASS,PASS_STABLE,9756.220,2647.800,3.684651,2,-1,0,0
v1,c3540,c3540_trojan71,PASS,PASS,PASS_STABLE,2795.690,1647.280,1.697155,-1,-1,0,0
v1,c3540,c3540_trojan72,PASS,PASS,PASS_STABLE,3723.730,2028.440,1.835760,-1,-1,0,0
v1,c3540,c3540_trojan73,PASS,PASS,PASS_STABLE,3678.710,2152.180,1.709295,-1,-1,0,0
v1,c3540,c3540_trojan74,PASS,PASS,PASS_STABLE,5452.390,3448.640,1.581026,-1,-1,0,0
v1,c3540,c3540_trojan75,PASS,PASS,PASS_STABLE,635.176,507.749,1.250965,-1,-1,0,0
v1,c3540,c3540_trojan76,PASS,PASS,PASS_STABLE,1273.550,848.272,1.501346,-1,-1,0,0
v1,c3540,c3540_trojan77,PASS,PASS,PASS_STABLE,2654.430,1369.900,1.937682,-1,-1,0,0
v1,c3540,c3540_trojan78,PASS,PASS,PASS_STABLE,1908.510,741.692,2.573184,3,-1,0,0
v1,c3540,c3540_trojan79,PASS,PASS,PASS_STABLE,2955.010,1697.360,1.740945,-1,-1,0,0
v1,c3540,c3540_trojan8,PASS,PASS,PASS_STABLE,3005.580,1689.680,1.778787,-1,-1,0,0
v1,c3540,c3540_trojan80,PASS,PASS,PASS_STABLE,3399.790,1990.030,1.708411,-1,-1,0,0
v1,c3540,c3540_trojan81,PASS,PASS,PASS_STABLE,22225.800,7666.080,2.899239,3,-1,0,0
v1,c3540,c3540_trojan82,PASS,PASS,PASS_STABLE,4414.620,2401.280,1.838444,-1,-1,0,0
v1,c3540,c3540_trojan83,PASS,PASS,PASS_STABLE,2881.510,974.777,2.956071,3,-1,0,0
v1,c3540,c3540_trojan84,PASS,PASS,PASS_STABLE,7367.370,3256.390,2.262435,2,-1,0,0
v1,c3540,c3540_trojan85,PASS,PASS,PASS_STABLE,1617.910,559.889,2.889698,3,-1,0,0
v1,c3540,c3540_trojan86,PASS,PASS,PASS_STABLE,12499.300,10820.200,1.155182,-1,-1,0,0
v1,c3540,c3540_trojan87,PASS,PASS,PASS_STABLE,622.359,509.601,1.221267,-1,-1,0,0
v1,c3540,c3540_trojan88,PASS,PASS,PASS_STABLE,5304.990,1802.330,2.943407,3,-1,0,0
v1,c3540,c3540_trojan89,PASS,PASS,PASS_STABLE,3672.310,2092.090,1.755331,-1,-1,0,0
v1,c3540,c3540_trojan9,PASS,PASS,PASS_STABLE,3322.240,1964.330,1.691284,-1,-1,0,0
v1,c3540,c3540_trojan90,PASS,PASS,PASS_STABLE,14072.400,12768.000,1.102162,-1,-1,0,0
v1,c3540,c3540_trojan91,PASS,PASS,PASS_STABLE,1476.840,777.486,1.899507,-1,-1,0,0
v1,c3540,c3540_trojan92,PASS,PASS,PASS_STABLE,6354.750,4473.900,1.420405,1,1,0,0
v1,c3540,c3540_trojan93,PASS,PASS,PASS_STABLE,3953.780,2391.710,1.653118,-1,-1,0,0
v1,c3540,c3540_trojan94,PASS,PASS,PASS_STABLE,887.428,917.288,0.967448,-1,-1,0,0
v1,c3540,c3540_trojan95,PASS,PASS,PASS_STABLE,6638.720,4077.630,1.628083,-1,-1,0,0
v1,c3540,c3540_trojan96,PASS,PASS,PASS_STABLE,1992.220,1223.040,1.628908,1,1,0,0
v1,c3540,c3540_trojan97,PASS,PASS,PASS_STABLE,14142.800,4817.370,2.935793,3,-1,0,0
v1,c3540,c3540_trojan98,PASS,PASS,PASS_STABLE,2753.190,1556.950,1.768323,-1,-1,0,0
v1,c3540,c3540_trojan99,PASS,PASS,PASS_STABLE,3494.080,1927.320,1.812922,-1,-1,0,0
v1,c5315,c5315_trojan0,PASS,PASS,PASS_STABLE,70766.500,48765.200,1.451168,8,-1,0,0
v1,c5315,c5315_trojan1,PASS,PASS,PASS_STABLE,76503.100,27763.500,2.755528,4,-1,0,0
v1,c5315,c5315_trojan10,PASS,PASS,PASS_STABLE,62085.100,25285.000,2.455412,7,-1,0,0
v1,c5315,c5315_trojan11,PASS,PASS,PASS_STABLE,22242.100,29037.200,0.765986,7,-1,0,0
v1,c5315,c5315_trojan12,PASS,PASS,PASS_STABLE,38879.900,29334.800,1.325385,8,-1,1,-4
v1,c5315,c5315_trojan13,PASS,PASS,PASS_STABLE,21178.300,7101.840,2.982086,7,-1,0,0
v1,c5315,c5315_trojan14,CEC_FAIL,PASS,GAIN,376637.000,24416.600,,27,-1,8,0
v1,c5315,c5315_trojan15,PASS,PASS,PASS_STABLE,17719.200,4759.110,3.723217,4,-1,0,0
v1,c5315,c5315_trojan16,PASS,PASS,PASS_STABLE,67492.300,196173.000,0.344045,8,-1,0,0
v1,c5315,c5315_trojan17,PASS,PASS,PASS_STABLE,1704.080,811.901,2.098877,4,-1,0,0
v1,c5315,c5315_trojan18,FAIL,PASS,GAIN,138509.000,127893.000,,,-1,,0
v1,c5315,c5315_trojan19,PASS,PASS,PASS_STABLE,25451.700,9717.490,2.619164,7,-1,0,0
v1,c5315,c5315_trojan2,PASS,PASS,PASS_STABLE,65011.300,44682.000,1.454977,8,-1,0,0
v1,c5315,c5315_trojan20,FAIL,PASS,GAIN,290366.000,264624.000,,,-1,,0
v1,c5315,c5315_trojan21,FAIL,TIMEOUT,FAIL_STABLE,358931.000,,,,,,
v1,c5315,c5315_trojan22,PASS,PASS,PASS_STABLE,25422.200,12790.400,1.987600,7,-1,0,0
v1,c5315,c5315_trojan23,FAIL,PASS,GAIN,281039.000,225319.000,,,-1,,0
v1,c5315,c5315_trojan24,PASS,PASS,PASS_STABLE,72546.100,57441.800,1.262950,9,-1,0,0
v1,c5315,c5315_trojan25,PASS,PASS,PASS_STABLE,22263.700,5907.930,3.768443,10,-1,0,0
v1,c5315,c5315_trojan26,PASS,PASS,PASS_STABLE,2077.330,670.512,3.098125,7,-1,0,0
v1,c5315,c5315_trojan27,PASS,PASS,PASS_STABLE,46017.400,16900.100,2.722907,8,-1,0,0
v1,c5315,c5315_trojan28,PASS,PASS,PASS_STABLE,3126.890,1045.930,2.989579,6,-1,0,0
v1,c5315,c5315_trojan29,PASS,PASS,PASS_STABLE,40193.600,15185.800,2.646788,8,-1,0,0
v1,c5315,c5315_trojan3,PASS,PASS,PASS_STABLE,14618.100,3737.730,3.910957,8,-1,0,0
v1,c5315,c5315_trojan30,PASS,PASS,PASS_STABLE,27769.000,7318.690,3.794258,4,-1,0,0
v1,c5315,c5315_trojan31,CEC_FAIL,TIMEOUT,FAIL_STABLE,972685.000,,,2502,,32,
v1,c5315,c5315_trojan32,PASS,PASS,PASS_STABLE,19558.400,5883.440,3.324314,10,-1,0,0
v1,c5315,c5315_trojan33,CEC_FAIL,PASS,GAIN,169911.000,11214.500,,26,-1,5,0
v1,c5315,c5315_trojan34,PASS,PASS,PASS_STABLE,2112.990,1642.220,1.286667,6,6,0,0
v1,c5315,c5315_trojan35,PASS,PASS,PASS_STABLE,27815.700,9406.890,2.956950,7,-1,0,0
v1,c5315,c5315_trojan36,PASS,PASS,PASS_STABLE,20577.800,5850.320,3.517380,4,-1,1,-11
v1,c5315,c5315_trojan37,CEC_FAIL,PASS,GAIN,358687.000,162656.000,,461,-1,20,0
v1,c5315,c5315_trojan38,FAIL,TIMEOUT,FAIL_STABLE,596897.000,,,,,,
v1,c5315,c5315_trojan39,PASS,PASS,PASS_STABLE,39760.900,10196.600,3.899427,3,-1,0,0
v1,c5315,c5315_trojan4,PASS,PASS,PASS_STABLE,40735.400,16452.100,2.476000,2,-1,0,0
v1,c5315,c5315_trojan40,CEC_FAIL,PASS,GAIN,817654.000,138188.000,,492,-1,30,0
v1,c5315,c5315_trojan41,PASS,PASS,PASS_STABLE,29608.400,11295.500,2.621256,10,-1,0,-9
v1,c5315,c5315_trojan42,PASS,PASS,PASS_STABLE,1295.380,555.546,2.331724,4,-1,0,0
v1,c5315,c5315_trojan43,FAIL,PASS,GAIN,340079.000,283064.000,,,-1,,0
v1,c5315,c5315_trojan44,PASS,PASS,PASS_STABLE,29749.500,11641.300,2.555514,7,-1,1,-11
v1,c5315,c5315_trojan45,PASS,PASS,PASS_STABLE,2236.670,773.710,2.890838,6,-1,14,0
v1,c5315,c5315_trojan46,PASS,PASS,PASS_STABLE,14092.800,3506.270,4.019314,7,-1,0,0
v1,c5315,c5315_trojan47,PASS,PASS,PASS_STABLE,22825.200,7166.590,3.184946,7,-1,0,0
v1,c5315,c5315_trojan48,PASS,TIMEOUT,REGRESSION,86759.700,,,8,,0,
v1,c5315,c5315_trojan49,CEC_FAIL,PASS,GAIN,15272.800,23763.600,,193,-1,25,0
v1,c5315,c5315_trojan5,PASS,PASS,PASS_STABLE,28069.400,8746.400,3.209252,7,-1,0,0
v1,c5315,c5315_trojan50,PASS,PASS,PASS_STABLE,63839.000,35678.000,1.789310,7,-1,0,-11
v1,c5315,c5315_trojan51,PASS,PASS,PASS_STABLE,84712.100,30940.900,2.737868,2,-1,0,0
v1,c5315,c5315_trojan52,CEC_FAIL,PASS,GAIN,503673.000,201188.000,,827,-1,37,-2
v1,c5315,c5315_trojan53,PASS,PASS,PASS_STABLE,14803.300,6360.390,2.327420,4,-1,1,-4
v1,c5315,c5315_trojan54,PASS,PASS,PASS_STABLE,37827.100,13090.200,2.889727,4,-1,1,-4
v1,c5315,c5315_trojan55,CEC_FAIL,CEC_FAIL,FAIL_STABLE,166958.000,59953.500,,18,14,6,7
v1,c5315,c5315_trojan56,PASS,PASS,PASS_STABLE,30568.700,9018.830,3.389431,4,-1,1,-5
v1,c5315,c5315_trojan57,PASS,PASS,PASS_STABLE,25988.600,8014.440,3.242722,6,-1,0,-8
v1,c5315,c5315_trojan58,PASS,PASS,PASS_STABLE,31902.800,9219.530,3.460350,2,-1,0,0
v1,c5315,c5315_trojan59,PASS,PASS,PASS_STABLE,1354.270,617.290,2.193896,-1,-1,-5,-5
v1,c5315,c5315_trojan6,PASS,PASS,PASS_STABLE,31978.800,8582.710,3.725956,8,-1,0,0
v1,c5315,c5315_trojan60,PASS,PASS,PASS_STABLE,54206.300,22481.400,2.411162,4,-1,0,-8
v1,c5315,c5315_trojan61,PASS,PASS,PASS_STABLE,24261.300,8827.750,2.748299,4,-1,1,-5
v1,c5315,c5315_trojan62,PASS,PASS,PASS_STABLE,33296.300,12043.900,2.764578,5,-1,0,0
v1,c5315,c5315_trojan63,PASS,PASS,PASS_STABLE,23253.700,6454.240,3.602856,4,-1,0,-10
v1,c5315,c5315_trojan64,PASS,PASS,PASS_STABLE,50160.400,18393.500,2.727072,4,-1,0,-8
v1,c5315,c5315_trojan65,PASS,PASS,PASS_STABLE,18059.500,5247.230,3.441721,2,-1,0,0
v1,c5315,c5315_trojan66,FAIL,PASS,GAIN,223603.000,163800.000,,,-1,,-5
v1,c5315,c5315_trojan67,PASS,PASS,PASS_STABLE,1732.710,926.619,1.869927,4,-1,0,0
v1,c5315,c5315_trojan68,FAIL,PASS,GAIN,150600.000,119137.000,,,-1,,0
v1,c5315,c5315_trojan69,PASS,PASS,PASS_STABLE,24255.000,9390.000,2.583067,4,-1,1,-9
v1,c5315,c5315_trojan7,PASS,PASS,PASS_STABLE,47380.100,7121.250,6.653340,2,-1,1,-10
v1,c5315,c5315_trojan70,CEC_FAIL,PASS,GAIN,797635.000,277489.000,,1206,-1,15,-9
v1,c5315,c5315_trojan71,FAIL,TIMEOUT,FAIL_STABLE,390794.000,,,,,,
v1,c5315,c5315_trojan72,PASS,PASS,PASS_STABLE,28020.900,10049.100,2.788399,4,-1,0,-3
v1,c5315,c5315_trojan73,FAIL,PASS,GAIN,332810.000,274018.000,,,-1,,-6
v1,c5315,c5315_trojan74,PASS,PASS,PASS_STABLE,75773.200,282705.000,0.268029,7,-1,0,-3
v1,c5315,c5315_trojan75,PASS,PASS,PASS_STABLE,25967.900,7763.140,3.345025,4,-1,0,0
v1,c5315,c5315_trojan76,PASS,PASS,PASS_STABLE,1633.310,648.749,2.517630,4,-1,0,0
v1,c5315,c5315_trojan77,PASS,PASS,PASS_STABLE,44716.700,13524.400,3.306372,4,-1,0,-9
v1,c5315,c5315_trojan78,CEC_FAIL,CEC_FAIL,FAIL_STABLE,194638.000,86206.700,,16,14,13,8
v1,c5315,c5315_trojan79,PASS,PASS,PASS_STABLE,34780.700,10907.300,3.188754,7,-1,1,-6
v1,c5315,c5315_trojan8,PASS,PASS,PASS_STABLE,30957.100,13049.500,2.372282,4,-1,0,0
v1,c5315,c5315_trojan80,PASS,PASS,PASS_STABLE,31344.900,8589.210,3.649334,2,-1,0,0
v1,c5315,c5315_trojan81,CEC_FAIL,TIMEOUT,FAIL_STABLE,898980.000,,,1231,,28,
v1,c5315,c5315_trojan82,PASS,PASS,PASS_STABLE,18727.000,4998.310,3.746666,4,-1,2,-5
v1,c5315,c5315_trojan83,PASS,PASS,PASS_STABLE,1745.550,697.564,2.502351,4,-1,1,-10
v1,c5315,c5315_trojan84,PASS,PASS,PASS_STABLE,1915.260,646.385,2.963033,7,-1,0,0
v1,c5315,c5315_trojan85,PASS,PASS,PASS_STABLE,28384.500,8976.650,3.162037,4,-1,0,-3
v1,c5315,c5315_trojan86,PASS,PASS,PASS_STABLE,14053.600,3537.470,3.972783,6,-1,0,-7
v1,c5315,c5315_trojan87,FAIL,PASS,GAIN,245140.000,185923.000,,,-1,,-2
v1,c5315,c5315_trojan88,FAIL,TIMEOUT,FAIL_STABLE,422779.000,,,,,,
v1,c5315,c5315_trojan89,PASS,PASS,PASS_STABLE,45822.800,10450.200,4.384873,2,-1,0,0
v1,c5315,c5315_trojan9,PASS,PASS,PASS_STABLE,1221.400,474.074,2.576391,-1,-1,-8,-8
v1,c5315,c5315_trojan90,CEC_FAIL,PASS,GAIN,810562.000,139534.000,,480,-1,33,-9
v1,c5315,c5315_trojan91,PASS,PASS,PASS_STABLE,24812.400,10668.700,2.325719,6,-1,1,-1
v1,c5315,c5315_trojan92,PASS,PASS,PASS_STABLE,1396.280,664.106,2.102496,2,-1,0,0
v1,c5315,c5315_trojan93,CEC_FAIL,PASS,GAIN,874760.000,251401.000,,12370,-1,31,-11
v1,c5315,c5315_trojan94,PASS,PASS,PASS_STABLE,25994.500,9395.660,2.766650,5,-1,0,-6
v1,c5315,c5315_trojan95,PASS,PASS,PASS_STABLE,3267.100,790.983,4.130430,6,-1,1,0
v1,c5315,c5315_trojan96,PASS,PASS,PASS_STABLE,14274.900,3455.930,4.130552,4,-1,1,0
v1,c5315,c5315_trojan97,PASS,PASS,PASS_STABLE,24432.900,6903.210,3.539353,4,-1,1,-6
v1,c5315,c5315_trojan98,TIMEOUT,TIMEOUT,FAIL_STABLE,,,,80,,9,
v1,c5315,c5315_trojan99,TIMEOUT,PASS,GAIN,,23276.400,,192,-1,7,-8
v1,c6288,c6288_trojan0,PASS,PASS,PASS_STABLE,74649.700,5115.860,14.591818,3,-1,1,-40
v1,c7552,c7552_trojan0,PASS,PASS,PASS_STABLE,29140.200,7256.570,4.015699,6,-1,0,0
v1,c7552,c7552_trojan1,PASS,PASS,PASS_STABLE,22408.700,4850.720,4.619665,4,-1,0,0
v1,c7552,c7552_trojan11,PASS,PASS,PASS_STABLE,7675.250,2064.930,3.716954,4,-1,0,0
v1,c7552,c7552_trojan12,PASS,PASS,PASS_STABLE,34369.900,8534.780,4.027040,4,-1,0,0
v1,c7552,c7552_trojan13,PASS,PASS,PASS_STABLE,8346.040,1209.150,6.902403,2,-1,0,0
v1,c7552,c7552_trojan15,PASS,PASS,PASS_STABLE,877.074,565.023,1.552280,-1,-1,0,0
v1,c7552,c7552_trojan16,PASS,PASS,PASS_STABLE,11102.500,1132.900,9.800071,3,-1,0,0
v1,c7552,c7552_trojan17,PASS,PASS,PASS_STABLE,14928.300,1847.060,8.082195,5,-1,0,0
v1,c7552,c7552_trojan18,CEC_FAIL,PASS,GAIN,5208.650,1768.960,,1,-1,0,0
v1,c7552,c7552_trojan19,PASS,PASS,PASS_STABLE,37340.900,11863.200,3.147625,4,-1,0,0
v1,c7552,c7552_trojan2,CEC_FAIL,PASS,GAIN,9271.480,698.089,,5,-1,0,0
v1,c7552,c7552_trojan20,CEC_FAIL,PASS,GAIN,5442.950,1336.960,,1,-1,0,0
v1,c7552,c7552_trojan21,PASS,PASS,PASS_STABLE,32352.900,8356.480,3.871594,6,-1,0,0
v1,c7552,c7552_trojan22,PASS,PASS,PASS_STABLE,9606.980,2417.550,3.973850,6,-1,0,0
v1,c7552,c7552_trojan23,CEC_FAIL,PASS,GAIN,40773.800,5066.230,,3,-1,0,0
v1,c7552,c7552_trojan25,PASS,PASS,PASS_STABLE,21129.400,5376.340,3.930071,5,-1,0,0
v1,c7552,c7552_trojan26,PASS,PASS,PASS_STABLE,1546.980,550.269,2.811316,-1,-1,0,0
v1,c7552,c7552_trojan27,PASS,PASS,PASS_STABLE,2770.630,822.012,3.370547,2,-1,0,0
v1,c7552,c7552_trojan28,PASS,PASS,PASS_STABLE,16293.500,3807.270,4.279576,6,-1,0,0
v1,c7552,c7552_trojan29,PASS,PASS,PASS_STABLE,28951.900,7899.130,3.665201,4,-1,0,0
v1,c7552,c7552_trojan3,PASS,PASS,PASS_STABLE,40099.900,11280.300,3.554861,4,-1,0,0
v1,c7552,c7552_trojan30,PASS,PASS,PASS_STABLE,23168.400,5244.340,4.417791,5,-1,0,0
v1,c7552,c7552_trojan31,PASS,PASS,PASS_STABLE,25441.400,3032.370,8.389939,5,-1,0,0
v1,c7552,c7552_trojan32,PASS,PASS,PASS_STABLE,862.762,546.916,1.577504,-1,-1,0,0
v1,c7552,c7552_trojan33,PASS,PASS,PASS_STABLE,25360.900,6175.720,4.106550,4,-1,0,0
v1,c7552,c7552_trojan34,PASS,PASS,PASS_STABLE,30950.200,7795.770,3.970127,4,-1,0,0
v1,c7552,c7552_trojan35,PASS,PASS,PASS_STABLE,68196.900,9034.790,7.548255,2,-1,0,0
v1,c7552,c7552_trojan36,PASS,PASS,PASS_STABLE,3480.020,728.937,4.774103,-1,-1,0,0
v1,c7552,c7552_trojan37,PASS,PASS,PASS_STABLE,30748.400,7857.190,3.913409,5,-1,0,0
v1,c7552,c7552_trojan38,PASS,PASS,PASS_STABLE,24901.000,5728.130,4.347143,6,-1,0,0
v1,c7552,c7552_trojan39,PASS,PASS,PASS_STABLE,3314.280,644.242,5.144464,2,-1,0,0
v1,c7552,c7552_trojan4,PASS,PASS,PASS_STABLE,32507.700,9329.000,3.484586,4,-1,0,0
v1,c7552,c7552_trojan40,PASS,PASS,PASS_STABLE,37682.400,9924.100,3.797060,6,-1,0,0
v1,c7552,c7552_trojan41,PASS,PASS,PASS_STABLE,26592.200,7019.140,3.788527,4,-1,0,0
v1,c7552,c7552_trojan42,PASS,PASS,PASS_STABLE,3610.720,1148.230,3.144596,1,-1,0,0
v1,c7552,c7552_trojan43,PASS,PASS,PASS_STABLE,37865.900,10344.000,3.660663,4,-1,0,0
v1,c7552,c7552_trojan45,PASS,PASS,PASS_STABLE,27317.000,6126.180,4.459059,7,-1,0,0
v1,c7552,c7552_trojan46,PASS,PASS,PASS_STABLE,33032.300,8898.610,3.712074,4,-1,0,0
v1,c7552,c7552_trojan49,PASS,PASS,PASS_STABLE,2306.460,1121.890,2.055870,-1,-1,0,0
v1,c7552,c7552_trojan50,PASS,PASS,PASS_STABLE,21501.800,5086.450,4.227270,4,-1,0,0
v1,c7552,c7552_trojan51,PASS,PASS,PASS_STABLE,14018.600,3967.800,3.533091,2,-1,1,-2
v1,c7552,c7552_trojan52,PASS,PASS,PASS_STABLE,23391.800,6894.480,3.392830,6,-1,1,-1
v1,c7552,c7552_trojan53,TIMEOUT,PASS,GAIN,,1286.140,,2,-1,0,0
v1,c7552,c7552_trojan54,PASS,PASS,PASS_STABLE,31946.500,8831.290,3.617422,2,-1,0,0
v1,c7552,c7552_trojan57,PASS,PASS,PASS_STABLE,33461.600,3741.340,8.943747,2,-1,0,0
v1,c7552,c7552_trojan58,PASS,PASS,PASS_STABLE,18809.800,4626.080,4.066034,4,-1,2,0
v1,c7552,c7552_trojan59,PASS,PASS,PASS_STABLE,18848.100,4725.120,3.988915,2,-1,0,0
v1,c7552,c7552_trojan6,CEC_FAIL,PASS,GAIN,1756.160,852.784,,-1,-1,0,0
v1,c7552,c7552_trojan61,PASS,PASS,PASS_STABLE,4995.880,1550.880,3.221320,2,-1,6,0
v1,c7552,c7552_trojan62,PASS,PASS,PASS_STABLE,30175.000,8133.480,3.709974,2,-1,1,-11
v1,c7552,c7552_trojan63,PASS,PASS,PASS_STABLE,8744.360,1007.370,8.680386,3,-1,0,0
v1,c7552,c7552_trojan65,PASS,PASS,PASS_STABLE,903.829,607.290,1.488299,-1,-1,0,0
v1,c7552,c7552_trojan66,PASS,PASS,PASS_STABLE,4047.270,1490.330,2.715687,4,-1,0,0
v1,c7552,c7552_trojan67,PASS,PASS,PASS_STABLE,17886.200,1617.520,11.057792,2,-1,1,0
v1,c7552,c7552_trojan68,PASS,PASS,PASS_STABLE,3529.770,1354.010,2.606901,1,-1,0,0
v1,c7552,c7552_trojan69,PASS,PASS,PASS_STABLE,26408.100,9117.300,2.896483,2,-1,0,0
v1,c7552,c7552_trojan7,PASS,PASS,PASS_STABLE,20741.700,5093.930,4.071846,2,-1,0,0
v1,c7552,c7552_trojan70,CEC_FAIL,CEC_FAIL,FAIL_STABLE,5566.040,1995.190,,2,1,0,0
v1,c7552,c7552_trojan71,PASS,PASS,PASS_STABLE,25944.800,7373.520,3.518645,4,-1,0,0
v1,c7552,c7552_trojan72,PASS,PASS,PASS_STABLE,7832.260,2069.510,3.784596,3,-1,0,-2
v1,c7552,c7552_trojan73,CEC_FAIL,CEC_FAIL,FAIL_STABLE,36812.000,27428.400,,2,5,0,0
v1,c7552,c7552_trojan75,PASS,PASS,PASS_STABLE,44968.300,3645.020,12.336914,2,-1,1,0
v1,c7552,c7552_trojan76,PASS,PASS,PASS_STABLE,24553.600,7260.380,3.381862,4,-1,0,0
v1,c7552,c7552_trojan77,PASS,PASS,PASS_STABLE,1446.310,901.051,1.605137,-1,-1,0,0
v1,c7552,c7552_trojan78,PASS,PASS,PASS_STABLE,10527.400,2651.120,3.970925,3,-1,0,0
v1,c7552,c7552_trojan79,PASS,PASS,PASS_STABLE,21063.100,5645.090,3.731225,2,-1,0,0
v1,c7552,c7552_trojan8,PASS,PASS,PASS_STABLE,22298.700,7611.660,2.929545,2,-1,0,0
v1,c7552,c7552_trojan80,PASS,PASS,PASS_STABLE,18061.000,4818.310,3.748410,4,-1,0,0
v1,c7552,c7552_trojan81,PASS,PASS,PASS_STABLE,7210.970,1962.120,3.675091,4,-1,0,0
v1,c7552,c7552_trojan82,CEC_FAIL,PASS,GAIN,9119.190,1198.380,,3,-1,0,0
v1,c7552,c7552_trojan83,PASS,PASS,PASS_STABLE,39467.000,4754.800,8.300454,2,-1,0,0
v1,c7552,c7552_trojan84,PASS,PASS,PASS_STABLE,23643.800,7280.630,3.247494,2,-1,0,0
v1,c7552,c7552_trojan85,PASS,PASS,PASS_STABLE,29224.400,8410.810,3.474624,2,-1,0,0
v1,c7552,c7552_trojan86,PASS,PASS,PASS_STABLE,2118.120,721.050,2.937549,3,-1,0,0
v1,c7552,c7552_trojan87,PASS,PASS,PASS_STABLE,23927.500,6577.280,3.637902,4,-1,0,0
v1,c7552,c7552_trojan88,PASS,PASS,PASS_STABLE,16599.400,4034.120,4.114751,4,-1,0,0
