circuit,trojan,success,gt_verify,vn_rounds,cec_rounds,runtime_ms,area_delta,level_delta,rule_method,dt_builds,optimizer_calls,optimizer_solver_ms,effective_rules,effective_literals,effective_depth,actual_area_delta_trojan,actual_level_delta_trojan
c5315,c5315_trojan26,PASS,PASS,0,0,670.512,-1,0,z3-pb,1,1,9.5967,1,1,1,-1,0
c5315,c5315_trojan27,PASS,PASS,0,0,16900.1,-1,0,z3-pb,1,1,29.086,1,1,1,-1,0
c5315,c5315_trojan28,PASS,PASS,0,1,1045.93,-1,0,z3-pb,2,2,18.8668,1,1,1,-1,0
c5315,c5315_trojan29,PASS,PASS,0,0,15185.8,-1,0,z3-pb,1,1,56.1364,1,1,1,-1,0
c5315,c5315_trojan3,PASS,PASS,0,0,3737.73,-1,0,z3-pb,1,1,24.6063,1,1,1,-1,0
c5315,c5315_trojan30,PASS,PASS,0,0,7318.69,-1,0,z3-pb,1,1,18.4294,1,1,1,-1,0
c5315,c5315_trojan31,TIMEOUT,FAIL,0,,,,,z3-pb,,,,,,,,
c5315,c5315_trojan32,PASS,PASS,0,0,5883.44,-1,0,z3-pb,1,1,45.9765,1,1,1,-1,0
c5315,c5315_trojan33,PASS,PASS,0,0,11214.5,-1,0,z3-pb,1,1,22.3924,1,1,1,-1,0
c5315,c5315_trojan34,PASS,PASS,0,1,1642.22,6,0,z3-pb,2,2,14.569299999999998,1,4,4,6,0
c5315,c5315_trojan35,PASS,PASS,0,0,9406.89,-1,0,z3-pb,1,1,25.084,1,1,1,-1,0
c5315,c5315_trojan36,PASS,PASS,0,0,5850.32,-1,-11,z3-pb,1,1,21.1474,1,1,1,-1,-11
c5315,c5315_trojan37,PASS,PASS,0,0,162656.0,-1,0,z3-pb,2,2,24739.1531,1,1,1,-1,0
c5315,c5315_trojan38,TIMEOUT,FAIL,0,,,,,z3-pb,,,,,,,,
c5315,c5315_trojan39,PASS,PASS,0,0,10196.6,-1,0,z3-pb,1,1,19.9769,1,1,1,-1,0
c5315,c5315_trojan4,PASS,PASS,0,0,16452.1,-1,0,z3-pb,1,1,32.4163,1,1,1,-1,0
c5315,c5315_trojan40,PASS,PASS,0,0,138188.0,-1,0,z3-pb,2,2,23239.503,1,1,1,-1,0
c5315,c5315_trojan41,PASS,PASS,0,0,11295.5,-1,-9,z3-pb,1,1,26.5999,1,1,1,-1,-9
c5315,c5315_trojan42,PASS,PASS,0,0,555.546,-1,0,z3-pb,1,1,8.5893,1,1,1,-1,0
c5315,c5315_trojan43,PASS,PASS,0,0,283064.0,-1,0,z3-pb,2,2,36308.8454,1,1,1,-1,0
c5315,c5315_trojan44,PASS,PASS,0,0,11641.3,-1,-11,z3-pb,1,1,25.7904,1,1,1,-1,-11
c5315,c5315_trojan45,PASS,PASS,0,0,773.71,-1,0,z3-pb,1,1,10.2092,1,1,1,-1,0
c5315,c5315_trojan46,PASS,PASS,0,0,3506.27,-1,0,z3-pb,1,1,24.6867,1,1,1,-1,0
c5315,c5315_trojan47,PASS,PASS,0,0,7166.59,-1,0,z3-pb,1,1,25.5001,1,1,1,-1,0
c5315,c5315_trojan48,TIMEOUT,FAIL,0,,,,,z3-pb,,,,,,,,
c5315,c5315_trojan49,PASS,PASS,0,0,23763.6,-1,0,z3-pb,2,2,20336.23,1,1,1,-1,0
c5315,c5315_trojan5,PASS,PASS,0,0,8746.4,-1,0,z3-pb,1,1,25.4196,1,1,1,-1,0
c5315,c5315_trojan50,PASS,PASS,0,0,35678.0,-1,-11,z3-pb,1,1,6374.1728,1,1,1,-1,-11
c5315,c5315_trojan51,PASS,PASS,0,0,30940.9,-1,0,z3-pb,1,1,13.0958,1,1,1,-1,0
c5315,c5315_trojan52,PASS,PASS,0,0,201188.0,-1,-2,z3-pb,2,2,31118.1233,1,1,1,-1,-2
c5315,c5315_trojan53,PASS,PASS,0,0,6360.39,-1,-4,z3-pb,1,1,20.1629,1,1,1,-1,-4
c5315,c5315_trojan54,PASS,PASS,0,0,13090.2,-1,-4,z3-pb,1,1,18.5291,1,1,1,-1,-4
c5315,c5315_trojan55,CEC_FAIL,PASS,0,5,59953.5,14,7,z3-pb,5,5,770.7971,3,11,4,28,7
c5315,c5315_trojan56,PASS,PASS,0,0,9018.83,-1,-5,z3-pb,1,1,19.5899,1,1,1,-1,-5
c5315,c5315_trojan57,PASS,PASS,0,0,8014.44,-1,-8,z3-pb,1,1,21.8759,1,1,1,-1,-8
c5315,c5315_trojan58,PASS,PASS,0,0,9219.53,-1,0,z3-pb,1,1,7.6458,1,1,1,-1,0
c5315,c5315_trojan59,PASS,PASS,0,0,617.29,-1,-5,z3-pb,1,1,7.9675,1,1,1,-1,-5
c5315,c5315_trojan6,PASS,PASS,0,0,8582.71,-1,0,z3-pb,1,1,25.6429,1,1,1,-1,0
c5315,c5315_trojan60,PASS,PASS,0,0,22481.4,-1,-8,z3-pb,1,1,19.3339,1,1,1,-1,-8
c5315,c5315_trojan61,PASS,PASS,0,0,8827.75,-1,-5,z3-pb,1,1,15.7808,1,1,1,-1,-5
c5315,c5315_trojan62,PASS,PASS,0,0,12043.9,-1,0,z3-pb,1,1,25.5083,1,1,1,-1,0
c5315,c5315_trojan63,PASS,PASS,0,0,6454.24,-1,-10,z3-pb,1,1,15.3228,1,1,1,-1,-10
c5315,c5315_trojan64,PASS,PASS,0,0,18393.5,-1,-8,z3-pb,1,1,19.6381,1,1,1,-1,-8
c5315,c5315_trojan65,PASS,PASS,0,0,5247.23,-1,0,z3-pb,1,1,6.8748,1,1,1,-1,0
c5315,c5315_trojan66,PASS,PASS,0,0,163800.0,-1,-5,z3-pb,2,2,18789.8539,1,1,1,-1,-5
c5315,c5315_trojan67,PASS,PASS,0,0,926.619,-1,0,z3-pb,1,1,7.8385,1,1,1,-1,0
c5315,c5315_trojan68,PASS,PASS,0,0,119137.0,-1,0,z3-pb,2,2,13522.5045,1,1,1,-1,0
c5315,c5315_trojan69,PASS,PASS,0,0,9390.0,-1,-9,z3-pb,1,1,15.9642,1,1,1,-1,-9
c5315,c5315_trojan7,PASS,PASS,0,0,7121.25,-1,-10,z3-pb,1,1,25.9467,1,1,1,-1,-10
c5315,c5315_trojan70,PASS,PASS,0,0,277489.0,-1,-9,z3-pb,2,2,35483.6369,1,1,1,-1,-9
c5315,c5315_trojan71,TIMEOUT,FAIL,0,,,,,z3-pb,,,,,,,,
c5315,c5315_trojan72,PASS,PASS,0,0,10049.1,-1,-3,z3-pb,1,1,33.5638,1,1,1,-1,-3
c5315,c5315_trojan73,PASS,PASS,0,0,274018.0,-1,-6,z3-pb,2,2,36893.0584,1,1,1,-1,-6
c5315,c5315_trojan74,PASS,PASS,0,0,282705.0,-1,-3,z3-pb,2,2,37792.0372,1,1,1,-1,-3
c5315,c5315_trojan75,PASS,PASS,0,0,7763.14,-1,0,z3-pb,1,1,14.5743,1,1,1,-1,0
c5315,c5315_trojan76,PASS,PASS,0,0,648.749,-1,0,z3-pb,1,1,9.6784,1,1,1,-1,0
c5315,c5315_trojan77,PASS,PASS,0,0,13524.4,-1,-9,z3-pb,1,1,20.8776,1,1,1,-1,-9
c5315,c5315_trojan78,CEC_FAIL,PASS,0,5,86206.7,14,8,z3-pb,5,5,501.6046,3,11,4,28,8
c5315,c5315_trojan79,PASS,PASS,0,0,10907.3,-1,-6,z3-pb,1,1,35.7935,1,1,1,-1,-6
c5315,c5315_trojan8,PASS,PASS,0,0,13049.5,-1,0,z3-pb,1,1,19.0536,1,1,1,-1,0
c5315,c5315_trojan80,PASS,PASS,0,0,8589.21,-1,0,z3-pb,1,1,7.561,1,1,1,-1,0
c5315,c5315_trojan81,TIMEOUT,FAIL,0,,,,,z3-pb,,,,,,,,
c5315,c5315_trojan82,PASS,PASS,0,0,4998.31,-1,-5,z3-pb,1,1,14.9093,1,1,1,-1,-5
c5315,c5315_trojan83,PASS,PASS,0,0,697.564,-1,-10,z3-pb,1,1,9.9991,1,1,1,-1,-10
c5315,c5315_trojan84,PASS,PASS,0,0,646.385,-1,0,z3-pb,1,1,7.5879,1,1,1,-1,0
c5315,c5315_trojan85,PASS,PASS,0,0,8976.65,-1,-3,z3-pb,1,1,15.9956,1,1,1,-1,-3
c5315,c5315_trojan86,PASS,PASS,0,0,3537.47,-1,-7,z3-pb,1,1,21.5997,1,1,1,-1,-7
c5315,c5315_trojan87,PASS,PASS,0,0,185923.0,-1,-2,z3-pb,2,2,28773.6173,1,1,1,-1,-2
c5315,c5315_trojan88,TIMEOUT,FAIL,0,,,,,z3-pb,,,,,,,,
c5315,c5315_trojan89,PASS,PASS,0,0,10450.2,-1,0,z3-pb,1,1,36.5593,1,1,1,-1,0
c5315,c5315_trojan9,PASS,PASS,0,0,474.074,-1,-8,z3-pb,1,1,7.5291,1,1,1,-1,-8
c5315,c5315_trojan90,PASS,PASS,0,0,139534.0,-1,-9,z3-pb,2,2,22960.9988,1,1,1,-1,-9
c5315,c5315_trojan91,PASS,PASS,0,0,10668.7,-1,-1,z3-pb,1,1,21.9224,1,1,1,-1,-1
c5315,c5315_trojan92,PASS,PASS,0,0,664.106,-1,0,z3-pb,1,1,7.6068,1,1,1,-1,0
c5315,c5315_trojan93,PASS,PASS,0,0,251401.0,-1,-11,z3-pb,2,2,34438.5486,1,1,1,-1,-11
c5315,c5315_trojan94,PASS,PASS,0,0,9395.66,-1,-6,z3-pb,1,1,24.2312,1,1,1,-1,-6
c5315,c5315_trojan95,PASS,PASS,0,0,790.983,-1,0,z3-pb,1,1,9.1012,1,1,1,-1,0
c5315,c5315_trojan96,PASS,PASS,0,0,3455.93,-1,0,z3-pb,1,1,14.3897,1,1,1,-1,0
c5315,c5315_trojan97,PASS,PASS,0,0,6903.21,-1,-6,z3-pb,1,1,15.3936,1,1,1,-1,-6
c5315,c5315_trojan98,TIMEOUT,FAIL,0,,,,,z3-pb,,,,,,,,
c5315,c5315_trojan99,PASS,PASS,0,0,23276.4,-1,-8,z3-pb,2,2,20273.8299,1,1,1,-1,-8
c6288,c6288_trojan0,PASS,PASS,0,0,5115.86,-1,-40,z3-pb,1,1,15.6104,1,1,1,-1,-40
c7552,c7552_trojan0,PASS,PASS,0,0,7256.57,-1,0,z3-pb,1,1,27.6414,1,1,1,-1,0
c7552,c7552_trojan1,PASS,PASS,0,0,4850.72,-1,0,z3-pb,1,1,22.4782,1,1,1,-1,0
c7552,c7552_trojan11,PASS,PASS,0,0,2064.93,-1,0,z3-pb,1,1,14.3192,1,1,1,-1,0
c7552,c7552_trojan12,PASS,PASS,0,0,8534.78,-1,0,z3-pb,1,1,24.3287,1,1,1,-1,0
c7552,c7552_trojan13,PASS,PASS,0,0,1209.15,-1,0,z3-pb,1,1,8.0683,1,1,1,-1,0
c7552,c7552_trojan15,PASS,PASS,0,0,565.023,-1,0,z3-pb,1,1,7.4081,1,1,1,-1,0
c7552,c7552_trojan16,PASS,PASS,0,0,1132.9,-1,0,z3-pb,1,1,7.7827,1,1,1,-1,0
c7552,c7552_trojan17,PASS,PASS,0,0,1847.06,-1,0,z3-pb,1,1,13.9186,1,1,1,-1,0
c7552,c7552_trojan18,PASS,PASS,0,3,1768.96,-1,0,z3-pb,4,4,26.045099999999998,1,1,1,-1,0
c7552,c7552_trojan19,PASS,PASS,0,0,11863.2,-1,0,z3-pb,1,1,26.4166,1,1,1,-1,0
c7552,c7552_trojan2,PASS,PASS,0,0,698.089,-1,0,z3-pb,1,1,8.3697,1,1,1,-1,0
c7552,c7552_trojan20,PASS,PASS,0,2,1336.96,-1,0,z3-pb,3,3,20.3919,1,1,1,-1,0
c7552,c7552_trojan21,PASS,PASS,0,0,8356.48,-1,0,z3-pb,1,1,23.9957,1,1,1,-1,0
c7552,c7552_trojan22,PASS,PASS,0,0,2417.55,-1,0,z3-pb,1,1,19.2504,1,1,1,-1,0
c7552,c7552_trojan23,PASS,PASS,0,0,5066.23,-1,0,z3-pb,1,1,6.8248,1,1,1,-1,0
c7552,c7552_trojan25,PASS,PASS,0,0,5376.34,-1,0,z3-pb,1,1,29.9799,1,1,1,-1,0
c7552,c7552_trojan26,PASS,PASS,0,0,550.269,-1,0,z3-pb,1,1,10.7052,1,1,1,-1,0
c7552,c7552_trojan27,PASS,PASS,0,0,822.012,-1,0,z3-pb,1,1,7.6916,1,1,1,-1,0
c7552,c7552_trojan28,PASS,PASS,0,0,3807.27,-1,0,z3-pb,1,1,21.273,1,1,1,-1,0
c7552,c7552_trojan29,PASS,PASS,0,0,7899.13,-1,0,z3-pb,1,1,23.8237,1,1,1,-1,0
c7552,c7552_trojan3,PASS,PASS,0,0,11280.3,-1,0,z3-pb,1,1,38.2119,1,1,1,-1,0
c7552,c7552_trojan30,PASS,PASS,0,0,5244.34,-1,0,z3-pb,1,1,27.6925,1,1,1,-1,0
c7552,c7552_trojan31,PASS,PASS,0,0,3032.37,-1,0,z3-pb,1,1,17.5478,1,1,1,-1,0
c7552,c7552_trojan32,PASS,PASS,0,0,546.916,-1,0,z3-pb,1,1,6.9301,1,1,1,-1,0
c7552,c7552_trojan33,PASS,PASS,0,0,6175.72,-1,0,z3-pb,1,1,24.8501,1,1,1,-1,0
c7552,c7552_trojan34,PASS,PASS,0,0,7795.77,-1,0,z3-pb,1,1,22.37,1,1,1,-1,0
c7552,c7552_trojan35,PASS,PASS,0,0,9034.79,-1,0,z3-pb,1,1,7.1701,1,1,1,-1,0
c7552,c7552_trojan36,PASS,PASS,0,0,728.937,-1,0,z3-pb,1,1,7.0598,1,1,1,-1,0
c7552,c7552_trojan37,PASS,PASS,0,0,7857.19,-1,0,z3-pb,1,1,28.0423,1,1,1,-1,0
c7552,c7552_trojan38,PASS,PASS,0,0,5728.13,-1,0,z3-pb,1,1,23.9594,1,1,1,-1,0
c7552,c7552_trojan39,PASS,PASS,0,0,644.242,-1,0,z3-pb,1,1,7.1918,1,1,1,-1,0
c7552,c7552_trojan4,PASS,PASS,0,0,9329.0,-1,0,z3-pb,1,1,23.6784,1,1,1,-1,0
c7552,c7552_trojan40,PASS,PASS,0,0,9924.1,-1,0,z3-pb,1,1,27.7756,1,1,1,-1,0
c7552,c7552_trojan41,PASS,PASS,0,0,7019.14,-1,0,z3-pb,1,1,24.8578,1,1,1,-1,0
c7552,c7552_trojan42,PASS,PASS,0,1,1148.23,-1,0,z3-pb,2,2,11.594100000000001,1,1,1,-1,0
c7552,c7552_trojan43,PASS,PASS,0,0,10344.0,-1,0,z3-pb,1,1,25.2299,1,1,1,-1,0
c7552,c7552_trojan45,PASS,PASS,0,0,6126.18,-1,0,z3-pb,1,1,22.8557,1,1,1,-1,0
c7552,c7552_trojan46,PASS,PASS,0,0,8898.61,-1,0,z3-pb,1,1,26.2646,1,1,1,-1,0
c7552,c7552_trojan49,PASS,PASS,0,1,1121.89,-1,0,z3-pb,2,2,13.1314,1,1,1,-1,0
c7552,c7552_trojan50,PASS,PASS,0,0,5086.45,-1,0,z3-pb,1,1,12.732,1,1,1,-1,0
c7552,c7552_trojan51,PASS,PASS,0,0,3967.8,-1,-2,z3-pb,1,1,7.9078,1,1,1,-1,-2
c7552,c7552_trojan52,PASS,PASS,0,0,6894.48,-1,-1,z3-pb,1,1,8.3321,1,1,1,-1,-1
c7552,c7552_trojan53,PASS,PASS,0,1,1286.14,-1,0,z3-pb,2,2,10.6584,1,1,1,-1,0
c7552,c7552_trojan54,PASS,PASS,0,0,8831.29,-1,0,z3-pb,1,1,6.8376,1,1,1,-1,0
c7552,c7552_trojan57,PASS,PASS,0,0,3741.34,-1,0,z3-pb,1,1,5.687,1,1,1,-1,0
c7552,c7552_trojan58,PASS,PASS,0,0,4626.08,-1,0,z3-pb,1,1,16.3831,1,1,1,-1,0
c7552,c7552_trojan59,PASS,PASS,0,0,4725.12,-1,0,z3-pb,1,1,6.3424,1,1,1,-1,0
c7552,c7552_trojan6,PASS,PASS,0,1,852.784,-1,0,z3-pb,2,2,12.535900000000002,1,1,1,-1,0
c7552,c7552_trojan61,PASS,PASS,0,0,1550.88,-1,0,z3-pb,1,1,7.0652,1,1,1,-1,0
c7552,c7552_trojan62,PASS,PASS,0,0,8133.48,-1,-11,z3-pb,1,1,6.6604,1,1,1,-1,-11
c7552,c7552_trojan63,PASS,PASS,0,0,1007.37,-1,0,z3-pb,1,1,6.5063,1,1,1,-1,0
c7552,c7552_trojan65,PASS,PASS,0,0,607.29,-1,0,z3-pb,1,1,6.8756,1,1,1,-1,0
c7552,c7552_trojan66,PASS,PASS,0,0,1490.33,-1,0,z3-pb,1,1,7.168,1,1,1,-1,0
c7552,c7552_trojan67,PASS,PASS,0,0,1617.52,-1,0,z3-pb,1,1,6.4469,1,1,1,-1,0
c7552,c7552_trojan68,PASS,PASS,0,2,1354.01,-1,0,z3-pb,3,3,18.4602,1,1,1,-1,0
c7552,c7552_trojan69,PASS,PASS,0,0,9117.3,-1,0,z3-pb,1,1,5.9484,1,1,1,-1,0
c7552,c7552_trojan7,PASS,PASS,0,0,5093.93,-1,0,z3-pb,1,1,5.9727,1,1,1,-1,0
c7552,c7552_trojan70,CEC_FAIL,PASS,0,5,1995.19,1,0,z3-pb,5,5,21.8944,1,1,1,1,0
c7552,c7552_trojan71,PASS,PASS,0,0,7373.52,-1,0,z3-pb,1,1,16.6709,1,1,1,-1,0
c7552,c7552_trojan72,PASS,PASS,0,0,2069.51,-1,-2,z3-pb,1,1,13.9166,1,1,1,-1,-2
c7552,c7552_trojan73,CEC_FAIL,PASS,0,5,27428.4,5,0,z3-pb,5,5,102.0772,2,5,3,10,0
c7552,c7552_trojan75,PASS,PASS,0,0,3645.02,-1,0,z3-pb,1,1,7.5623,1,1,1,-1,0
c7552,c7552_trojan76,PASS,PASS,0,0,7260.38,-1,0,z3-pb,1,1,16.7336,1,1,1,-1,0
c7552,c7552_trojan77,PASS,PASS,0,0,901.051,-1,0,z3-pb,1,1,5.9338,1,1,1,-1,0
c7552,c7552_trojan78,PASS,PASS,0,0,2651.12,-1,0,z3-pb,1,1,14.1012,1,1,1,-1,0
c7552,c7552_trojan79,PASS,PASS,0,0,5645.09,-1,0,z3-pb,1,1,6.464,1,1,1,-1,0
c7552,c7552_trojan8,PASS,PASS,0,0,7611.66,-1,0,z3-pb,1,1,28.2146,1,1,1,-1,0
c7552,c7552_trojan80,PASS,PASS,0,0,4818.31,-1,0,z3-pb,1,1,17.0902,1,1,1,-1,0
c7552,c7552_trojan81,PASS,PASS,0,0,1962.12,-1,0,z3-pb,1,1,10.5041,1,1,1,-1,0
c7552,c7552_trojan82,PASS,PASS,0,1,1198.38,-1,0,z3-pb,2,2,12.6903,1,1,1,-1,0
c7552,c7552_trojan83,PASS,PASS,0,0,4754.8,-1,0,z3-pb,1,1,6.0709,1,1,1,-1,0
c7552,c7552_trojan84,PASS,PASS,0,0,7280.63,-1,0,z3-pb,1,1,6.2147,1,1,1,-1,0
c7552,c7552_trojan85,PASS,PASS,0,0,8410.81,-1,0,z3-pb,1,1,6.7343,1,1,1,-1,0
c7552,c7552_trojan86,PASS,PASS,0,0,721.05,-1,0,z3-pb,1,1,6.6041,1,1,1,-1,0
c7552,c7552_trojan87,PASS,PASS,0,0,6577.28,-1,0,z3-pb,1,1,16.0626,1,1,1,-1,0
c7552,c7552_trojan88,PASS,PASS,0,0,4034.12,-1,0,z3-pb,1,1,17.5934,1,1,1,-1,0
c7552,c7552_trojan89,PASS,PASS,0,1,1095.94,-1,0,z3-pb,2,2,11.672,1,1,1,-1,0
c7552,c7552_trojan9,PASS,PASS,0,0,6699.38,-1,0,z3-pb,1,1,24.7453,1,1,1,-1,0
c7552,c7552_trojan90,PASS,PASS,0,0,8660.05,-1,0,z3-pb,1,1,17.7272,1,1,1,-1,0
c7552,c7552_trojan91,PASS,PASS,0,0,5540.38,-1,0,z3-pb,1,1,6.488,1,1,1,-1,0
c7552,c7552_trojan92,PASS,PASS,0,0,707.009,-1,0,z3-pb,1,1,6.5428,1,1,1,-1,0
c7552,c7552_trojan93,PASS,PASS,0,0,7871.46,-1,0,z3-pb,1,1,6.4904,1,1,1,-1,0
c7552,c7552_trojan95,PASS,PASS,0,0,4222.57,-1,0,z3-pb,1,1,17.6169,1,1,1,-1,0
c7552,c7552_trojan96,PASS,PASS,0,0,8435.24,-1,-1,z3-pb,1,1,6.6659,1,1,1,-1,-1
c880,c880_trojan0,PASS,PASS,0,0,1050.75,-1,0,z3-pb,1,1,23.856,1,1,1,-1,0
c880,c880_trojan1,PASS,PASS,0,0,2841.74,-1,0,z3-pb,1,1,33.8361,1,1,1,-1,0
c880,c880_trojan10,PASS,PASS,0,0,917.244,-1,0,z3-pb,1,1,28.183,1,1,1,-1,0
c880,c880_trojan11,PASS,PASS,0,0,999.437,-1,-1,z3-pb,1,1,17.2257,1,1,1,-1,-1
c880,c880_trojan12,PASS,PASS,0,0,1079.4,-1,0,z3-pb,1,1,39.5654,1,1,1,-1,0
c880,c880_trojan13,PASS,PASS,0,0,562.428,-1,0,z3-pb,1,1,13.9926,1,1,1,-1,0
c880,c880_trojan14,PASS,PASS,0,0,763.34,-1,0,z3-pb,1,1,30.0294,1,1,1,-1,0
c880,c880_trojan15,PASS,PASS,0,0,449.185,-1,0,z3-pb,1,1,24.8112,1,1,1,-1,0
c880,c880_trojan16,PASS,PASS,0,0,1393.09,-1,0,z3-pb,1,1,29.9572,1,1,1,-1,0
c880,c880_trojan18,PASS,PASS,0,0,355.495,-1,0,z3-pb,1,1,6.6813,1,1,1,-1,0
c880,c880_trojan19,PASS,PASS,0,0,641.485,-1,-1,z3-pb,1,1,12.7342,1,1,1,-1,-1
c880,c880_trojan2,PASS,PASS,0,0,2189.63,-1,0,z3-pb,1,1,18.8396,1,1,1,-1,0
c880,c880_trojan20,PASS,PASS,0,0,507.323,-1,0,z3-pb,1,1,18.7615,1,1,1,-1,0
c880,c880_trojan21,PASS,PASS,0,0,2027.01,-1,0,z3-pb,1,1,37.3922,1,1,1,-1,0
c880,c880_trojan22,PASS,PASS,0,0,879.826,-1,0,z3-pb,1,1,27.3388,1,1,1,-1,0
c880,c880_trojan23,PASS,PASS,0,0,1280.14,-1,0,z3-pb,1,1,25.1832,1,1,1,-1,0
c880,c880_trojan24,PASS,PASS,0,0,850.505,-1,0,z3-pb,1,1,18.3008,1,1,1,-1,0
c880,c880_trojan25,PASS,PASS,0,0,1431.63,-1,-1,z3-pb,1,1,38.6711,1,1,1,-1,-1
c880,c880_trojan26,PASS,PASS,0,4,783.814,-1,0,z3-pb,5,5,25.2592,1,1,1,-1,0
c880,c880_trojan28,PASS,PASS,0,0,356.521,-1,0,z3-pb,1,1,6.4872,1,1,1,-1,0
c880,c880_trojan29,PASS,PASS,0,0,339.039,-1,0,z3-pb,1,1,7.737,1,1,1,-1,0
c880,c880_trojan3,PASS,PASS,0,2,852.906,-1,0,z3-pb,3,3,26.865000000000002,1,1,1,-1,0
c880,c880_trojan30,PASS,PASS,0,0,311.038,-1,0,z3-pb,1,1,6.6942,1,1,1,-1,0
c880,c880_trojan31,PASS,PASS,0,0,907.935,-1,0,z3-pb,1,1,17.9662,1,1,1,-1,0
c880,c880_trojan32,PASS,PASS,0,0,968.994,-1,0,z3-pb,1,1,28.7051,1,1,1,-1,0
c880,c880_trojan33,PASS,PASS,0,0,791.24,-1,0,z3-pb,1,1,21.8365,1,1,1,-1,0
c880,c880_trojan34,PASS,PASS,0,0,1397.85,-1,0,z3-pb,1,1,38.4987,1,1,1,-1,0
c880,c880_trojan35,PASS,PASS,0,0,1660.66,-1,0,z3-pb,1,1,36.1854,1,1,1,-1,0
c880,c880_trojan36,PASS,PASS,0,0,635.534,-1,0,z3-pb,1,1,39.4932,1,1,1,-1,0
c880,c880_trojan37,PASS,PASS,0,0,1142.5,-1,0,z3-pb,1,1,31.6687,1,1,1,-1,0
c880,c880_trojan38,PASS,PASS,0,0,349.264,-1,0,z3-pb,1,1,12.7506,1,1,1,-1,0
c880,c880_trojan39,PASS,PASS,0,0,694.729,-1,0,z3-pb,1,1,18.3342,1,1,1,-1,0
c880,c880_trojan4,PASS,PASS,0,0,1355.04,-1,0,z3-pb,1,1,38.5815,1,1,1,-1,0
c880,c880_trojan40,PASS,PASS,0,0,1234.57,-1,0,z3-pb,1,1,27.0926,1,1,1,-1,0
c880,c880_trojan41,PASS,PASS,0,0,295.336,-1,-1,z3-pb,1,1,5.8603,1,1,1,-1,-1
c880,c880_trojan42,PASS,PASS,0,0,991.881,-1,0,z3-pb,1,1,24.4812,1,1,1,-1,0
c880,c880_trojan43,PASS,PASS,0,0,852.242,-1,0,z3-pb,1,1,16.9107,1,1,1,-1,0
c880,c880_trojan44,PASS,PASS,0,0,342.361,-1,0,z3-pb,1,1,7.5198,1,1,1,-1,0
c880,c880_trojan45,PASS,PASS,0,0,1092.77,-1,0,z3-pb,1,1,34.0452,1,1,1,-1,0
c880,c880_trojan46,PASS,PASS,0,0,484.239,-1,0,z3-pb,1,1,11.2125,1,1,1,-1,0
c880,c880_trojan47,PASS,PASS,0,0,589.823,-1,0,z3-pb,1,1,17.4964,1,1,1,-1,0
c880,c880_trojan48,PASS,PASS,0,0,274.026,-1,0,z3-pb,1,1,7.7929,1,1,1,-1,0
c880,c880_trojan49,PASS,PASS,0,0,639.479,-1,0,z3-pb,1,1,15.0536,1,1,1,-1,0
c880,c880_trojan5,PASS,PASS,0,0,377.048,-1,0,z3-pb,1,1,7.0164,1,1,1,-1,0
c880,c880_trojan50,PASS,PASS,0,0,1605.29,-1,0,z3-pb,1,1,11.3879,1,1,1,-1,0
c880,c880_trojan51,PASS,PASS,0,0,3810.49,-1,0,z3-pb,1,1,18.9058,1,1,1,-1,0
c880,c880_trojan52,PASS,PASS,0,0,2226.33,-1,0,z3-pb,1,1,21.5574,1,1,1,-1,0
c880,c880_trojan53,PASS,PASS,0,0,1216.1,-1,0,z3-pb,1,1,16.8239,1,1,1,-1,0
c880,c880_trojan54,PASS,PASS,0,0,3168.43,-1,0,z3-pb,1,1,16.6547,1,1,1,-1,0
c880,c880_trojan55,PASS,PASS,0,0,337.532,-1,0,z3-pb,1,1,6.3657,1,1,1,-1,0
c880,c880_trojan56,PASS,PASS,0,0,2077.99,-1,0,z3-pb,1,1,22.8687,1,1,1,-1,0
c880,c880_trojan57,PASS,PASS,0,0,1626.02,-1,0,z3-pb,1,1,18.376,1,1,1,-1,0
c880,c880_trojan58,PASS,PASS,0,0,499.827,-1,0,z3-pb,1,1,9.1812,1,1,1,-1,0
c880,c880_trojan59,PASS,PASS,0,0,2631.44,-1,0,z3-pb,1,1,23.7583,1,1,1,-1,0
c880,c880_trojan6,PASS,PASS,0,0,1059.89,-1,0,z3-pb,1,1,26.8274,1,1,1,-1,0
c880,c880_trojan60,PASS,PASS,0,0,1359.85,-1,0,z3-pb,1,1,11.2888,1,1,1,-1,0
c880,c880_trojan61,PASS,PASS,0,0,330.087,-1,0,z3-pb,1,1,6.7196,1,1,1,-1,0
c880,c880_trojan62,PASS,PASS,0,0,1671.47,-1,0,z3-pb,1,1,19.2399,1,1,1,-1,0
c880,c880_trojan63,PASS,PASS,0,0,660.778,-1,0,z3-pb,1,1,13.0388,1,1,1,-1,0
c880,c880_trojan64,PASS,PASS,0,0,367.337,-1,0,z3-pb,1,1,7.3708,1,1,1,-1,0
c880,c880_trojan65,PASS,PASS,0,0,349.72,-1,0,z3-pb,1,1,7.8816,1,1,1,-1,0
c880,c880_trojan66,PASS,PASS,0,0,1308.97,-1,0,z3-pb,1,1,23.795,1,1,1,-1,0
c880,c880_trojan68,PASS,PASS,0,0,372.025,-1,0,z3-pb,1,1,7.5882,1,1,1,-1,0
c880,c880_trojan69,PASS,PASS,0,0,1235.18,-1,0,z3-pb,1,1,19.9929,1,1,1,-1,0
