case_id,cohort,circuit,trojan,method,profile,status,success,main_returncode,timeout_stage,gt_verify,abc_equivalent,cec_rounds,legacy_vn_passes,runtime_ms,wall_ms,provenance_verification_ms,main_wall_ms,cec_wall_ms,payload_fix_nodes,area_delta,level_delta,reported_area_delta,reported_level_delta,golden_area,golden_level,trojan_area,trojan_level,patched_area,patched_level,actual_area_delta_trojan,actual_level_delta_trojan,actual_area_delta_golden,actual_level_delta_golden,rule_synth_summary_count,rule_apply_summary_count,rule_miter_summary_count,rectification_summary_count,rule_build_attempt_count,binary_sha256,abc_sha256,dac25_abc_sha256,highs_library_sha256,cache_key,stdout_log,stderr_log,cec_stdout_log,cec_stderr_log,patched_bench,command_json,rule_synth_summaries_json,rule_apply_summaries_json,rule_miter_summaries_json,rectification_summaries_json,rule_build_attempts_json,rule_build_unlinked_summaries_json,rectification_first_candidate_ms,rectification_first_feasible_sets,rectification_first_infeasible_sets,rectification_first_patch_trials,rectification_first_plan_status,rectification_first_raw_candidates,rectification_first_rectification_attempt,rectification_first_repair_method,rectification_first_retained_candidates,rectification_first_rule_build_attempt,rectification_first_selected_trial,rectification_first_selector_ms,rectification_first_sets_checked,rectification_first_solver_ms,rectification_first_status,rectification_first_strategy,rectification_first_successful_trials,rectification_first_summary_kind,rectification_first_total_ms,rectification_first_unknown_sets,rectification_last_candidate_ms,rectification_last_feasible_sets,rectification_last_infeasible_sets,rectification_last_patch_trials,rectification_last_plan_status,rectification_last_raw_candidates,rectification_last_rectification_attempt,rectification_last_repair_method,rectification_last_retained_candidates,rectification_last_rule_build_attempt,rectification_last_selected_trial,rectification_last_selector_ms,rectification_last_sets_checked,rectification_last_solver_ms,rectification_last_status,rectification_last_strategy,rectification_last_successful_trials,rectification_last_summary_kind,rectification_last_total_ms,rectification_last_unknown_sets,rectification_numeric_sum_candidate_ms,rectification_numeric_sum_feasible_sets,rectification_numeric_sum_infeasible_sets,rectification_numeric_sum_patch_trials,rectification_numeric_sum_raw_candidates,rectification_numeric_sum_retained_candidates,rectification_numeric_sum_selected_trial,rectification_numeric_sum_selector_ms,rectification_numeric_sum_sets_checked,rectification_numeric_sum_solver_ms,rectification_numeric_sum_successful_trials,rectification_numeric_sum_total_ms,rectification_numeric_sum_unknown_sets,rectification_selected_first_area_delta,rectification_selected_first_convert_ms,rectification_selected_first_level_delta,rectification_selected_first_patch_added_gates,rectification_selected_first_patch_inputs,rectification_selected_first_patched_area,rectification_selected_first_patched_level,rectification_selected_first_rectification_attempt,rectification_selected_first_repair_method,rectification_selected_first_rule_build_attempt,rectification_selected_first_runeco_ms,rectification_selected_first_selected,rectification_selected_first_set_attempt,rectification_selected_first_status,rectification_selected_first_strategy,rectification_selected_first_summary_kind,rectification_selected_first_target_count,rectification_selected_first_total_ms,rectification_selected_last_area_delta,rectification_selected_last_convert_ms,rectification_selected_last_level_delta,rectification_selected_last_patch_added_gates,rectification_selected_last_patch_inputs,rectification_selected_last_patched_area,rectification_selected_last_patched_level,rectification_selected_last_rectification_attempt,rectification_selected_last_repair_method,rectification_selected_last_rule_build_attempt,rectification_selected_last_runeco_ms,rectification_selected_last_selected,rectification_selected_last_set_attempt,rectification_selected_last_status,rectification_selected_last_strategy,rectification_selected_last_summary_kind,rectification_selected_last_target_count,rectification_selected_last_total_ms,rectification_selected_numeric_sum_area_delta,rectification_selected_numeric_sum_convert_ms,rectification_selected_numeric_sum_level_delta,rectification_selected_numeric_sum_patch_added_gates,rectification_selected_numeric_sum_patch_inputs,rectification_selected_numeric_sum_patched_area,rectification_selected_numeric_sum_patched_level,rectification_selected_numeric_sum_runeco_ms,rectification_selected_numeric_sum_selected,rectification_selected_numeric_sum_target_count,rectification_selected_numeric_sum_total_ms
aes_n2_t5_o000_s9000_7aac57e8,v4_heldout_ood_large_ood,aes,aes_n2_t5_o000_s9000_7aac57e8,dac25-inspired,smoke_extended,TIMEOUT,False,-15,main,FAIL,,,0,,300116.47795606405,162.5845719827339,300115.4732609866,,,,,,,,,,,,,,,,,0,0,0,0,0,ddaced4a3d969f341ec69da7fa2475a1ea3bdc7310513972a2f30e621048da2c,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,,e3dd07d638541dbd2ecfde319290afa85e8044a191d03a2b74e7de90558c5a80,raw/aes_n2_t5_o000_s9000_7aac57e8--dac25-inspired.stdout.log,raw/aes_n2_t5_o000_s9000_7aac57e8--dac25-inspired.stderr.log,,,,"[""/home/as6325400/hardwaretrojan_silence_dac25/bin/main"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/golden/aes.bench"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/trojan/aes/aes_n2_t5_o000_s9000_7aac57e8.bench"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/groundtruth/aes/aes_n2_t5_o000_s9000_7aac57e8_error_patterns.json"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_dac25_smoke_2026-08-12/run/patched/.aes_n2_t5_o000_s9000_7aac57e8--dac25-inspired.bench.8fxjvte1.bench"",""--depth"",""10"",""--neg-ratio"",""50"",""--mine-rounds"",""15"",""--mine-max"",""5000"",""--rule-method"",""z3-pb"",""--repair-method"",""dac25-inspired"",""--dac25-selector-timeout-ms"",""30000"",""--dac25-candidate-limit"",""32"",""--dac25-max-targets"",""2"",""--dac25-max-sets"",""4"",""--dac25-runeco-timeout-s"",""60"",""--dac25-abc-bin"",""/home/as6325400/hardwaretrojan_silence/abc""]",[],[],[],[],[],"{""rectification_summaries"":[],""rule_apply_summaries"":[],""rule_miter_summaries"":[],""rule_synth_summaries"":[]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aes_n3_t5_o000_s9000_7aac57e8,v4_heldout_ood_large_ood,aes,aes_n3_t5_o000_s9000_7aac57e8,dac25-inspired,smoke_extended,TIMEOUT,False,-15,main,FAIL,,,0,,300115.0001389906,161.61869594361633,300114.77443401236,,,,,,,,,,,,,,,,,0,0,0,0,0,ddaced4a3d969f341ec69da7fa2475a1ea3bdc7310513972a2f30e621048da2c,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,,dbdc5b1c16c0c407f54cf32a62507c700f408f2a98174f7443bbd319e72f2140,raw/aes_n3_t5_o000_s9000_7aac57e8--dac25-inspired.stdout.log,raw/aes_n3_t5_o000_s9000_7aac57e8--dac25-inspired.stderr.log,,,,"[""/home/as6325400/hardwaretrojan_silence_dac25/bin/main"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/golden/aes.bench"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/trojan/aes/aes_n3_t5_o000_s9000_7aac57e8.bench"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/groundtruth/aes/aes_n3_t5_o000_s9000_7aac57e8_error_patterns.json"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_dac25_smoke_2026-08-12/run/patched/.aes_n3_t5_o000_s9000_7aac57e8--dac25-inspired.bench.mt6ioi0_.bench"",""--depth"",""10"",""--neg-ratio"",""50"",""--mine-rounds"",""15"",""--mine-max"",""5000"",""--rule-method"",""z3-pb"",""--repair-method"",""dac25-inspired"",""--dac25-selector-timeout-ms"",""30000"",""--dac25-candidate-limit"",""32"",""--dac25-max-targets"",""2"",""--dac25-max-sets"",""4"",""--dac25-runeco-timeout-s"",""60"",""--dac25-abc-bin"",""/home/as6325400/hardwaretrojan_silence/abc""]",[],[],[],[],[],"{""rectification_summaries"":[],""rule_apply_summaries"":[],""rule_miter_summaries"":[],""rule_synth_summaries"":[]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7552_n5_t5_o000_s9503_209d2aa4,v4_five_trojan_stress_small,c7552,c7552_n5_t5_o000_s9503_209d2aa4,dac25-inspired,smoke_extended,NO_PATCH,False,2,,FAIL,,0,0,30243.8,30283.349567907862,143.6771380249411,30275.230075931177,,,,,,,3512,43,3554,43,,,,,,,0,0,0,1,1,ddaced4a3d969f341ec69da7fa2475a1ea3bdc7310513972a2f30e621048da2c,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,,7ad6ef30074222f9a6351561cfd90d6c688c0bbcb6a87cf08fdfcedfd9877b80,raw/c7552_n5_t5_o000_s9503_209d2aa4--dac25-inspired.stdout.log,raw/c7552_n5_t5_o000_s9503_209d2aa4--dac25-inspired.stderr.log,,,,"[""/home/as6325400/hardwaretrojan_silence_dac25/bin/main"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/golden/c7552.bench"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/trojan/c7552/c7552_n5_t5_o000_s9503_209d2aa4.bench"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/groundtruth/c7552/c7552_n5_t5_o000_s9503_209d2aa4_error_patterns.json"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_dac25_smoke_2026-08-12/run/patched/.c7552_n5_t5_o000_s9503_209d2aa4--dac25-inspired.bench.zvk3bter.bench"",""--depth"",""10"",""--neg-ratio"",""50"",""--mine-rounds"",""15"",""--mine-max"",""5000"",""--rule-method"",""z3-pb"",""--repair-method"",""dac25-inspired"",""--dac25-selector-timeout-ms"",""30000"",""--dac25-candidate-limit"",""32"",""--dac25-max-targets"",""2"",""--dac25-max-sets"",""4"",""--dac25-runeco-timeout-s"",""60"",""--dac25-abc-bin"",""/home/as6325400/hardwaretrojan_silence/abc""]",[],[],[],"[{""_line"":5,""_raw"":""rectification_summary summary_kind overall strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 status planner_failed plan_status timeout raw_candidates 404 retained_candidates 32 sets_checked 82 feasible_sets 0 infeasible_sets 82 unknown_sets 0 patch_trials 0 successful_trials 0 selected_trial 18446744073709551615 candidate_ms 10.1152 solver_ms 9173.5 selector_ms 30239.6 total_ms 30239.6"",""candidate_ms"":10.1152,""feasible_sets"":0,""infeasible_sets"":82,""patch_trials"":0,""plan_status"":""timeout"",""raw_candidates"":404,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""retained_candidates"":32,""rule_build_attempt"":0,""selected_trial"":18446744073709551615,""selector_ms"":30239.6,""sets_checked"":82,""solver_ms"":9173.5,""status"":""planner_failed"",""strategy"":""dac25-inspired"",""successful_trials"":0,""summary_kind"":""overall"",""total_ms"":30239.6,""unknown_sets"":0}]","[{""rectification_summaries"":[{""_line"":5,""_raw"":""rectification_summary summary_kind overall strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 status planner_failed plan_status timeout raw_candidates 404 retained_candidates 32 sets_checked 82 feasible_sets 0 infeasible_sets 82 unknown_sets 0 patch_trials 0 successful_trials 0 selected_trial 18446744073709551615 candidate_ms 10.1152 solver_ms 9173.5 selector_ms 30239.6 total_ms 30239.6"",""candidate_ms"":10.1152,""feasible_sets"":0,""infeasible_sets"":82,""patch_trials"":0,""plan_status"":""timeout"",""raw_candidates"":404,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""retained_candidates"":32,""rule_build_attempt"":0,""selected_trial"":18446744073709551615,""selector_ms"":30239.6,""sets_checked"":82,""solver_ms"":9173.5,""status"":""planner_failed"",""strategy"":""dac25-inspired"",""successful_trials"":0,""summary_kind"":""overall"",""total_ms"":30239.6,""unknown_sets"":0}],""rule_apply_summaries"":[],""rule_build_attempt"":0,""rule_miter_summaries"":[],""rule_synth_summaries"":[]}]","{""rectification_summaries"":[],""rule_apply_summaries"":[],""rule_miter_summaries"":[],""rule_synth_summaries"":[]}",10.1152,0,82,0,timeout,404,0,dac25-inspired,32,0,18446744073709551615,30239.6,82,9173.5,planner_failed,dac25-inspired,0,overall,30239.6,0,10.1152,0,82,0,timeout,404,0,dac25-inspired,32,0,18446744073709551615,30239.6,82,9173.5,planner_failed,dac25-inspired,0,overall,30239.6,0,10.1152,0,82,0,404,32,18446744073709551615,30239.6,82,9173.5,0,30239.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c880_n1_t3_o000_s2007_6c8940cd,v4_core_final_small,c880,c880_n1_t3_o000_s2007_6c8940cd,dac25-inspired,smoke_extended,PASS,True,0,,PASS,True,0,0,2063.86,2116.97492597159,141.0074910381809,2071.0226049413905,38.344966946169734,1,181,15,-9,0,383,24,390,24,571,39,181,15,188,15,0,0,0,5,1,ddaced4a3d969f341ec69da7fa2475a1ea3bdc7310513972a2f30e621048da2c,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,,3d61b066eb0476968e6d0eb7ef1bd761deada8946ddb44ce44d1e5952f3f68f8,raw/c880_n1_t3_o000_s2007_6c8940cd--dac25-inspired.stdout.log,raw/c880_n1_t3_o000_s2007_6c8940cd--dac25-inspired.stderr.log,raw/c880_n1_t3_o000_s2007_6c8940cd--dac25-inspired.cec.stdout.log,raw/c880_n1_t3_o000_s2007_6c8940cd--dac25-inspired.cec.stderr.log,patched/c880_n1_t3_o000_s2007_6c8940cd--dac25-inspired.bench,"[""/home/as6325400/hardwaretrojan_silence_dac25/bin/main"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/golden/c880.bench"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/trojan/c880/c880_n1_t3_o000_s2007_6c8940cd.bench"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_rule_benchmark_inputs/groundtruth/c880/c880_n1_t3_o000_s2007_6c8940cd_error_patterns.json"",""/home/as6325400/hardwaretrojan_silence_dac25/validation/v4_dac25_smoke_2026-08-12/run/patched/.c880_n1_t3_o000_s2007_6c8940cd--dac25-inspired.bench.xmq1vdx_.bench"",""--depth"",""10"",""--neg-ratio"",""50"",""--mine-rounds"",""15"",""--mine-max"",""5000"",""--rule-method"",""z3-pb"",""--repair-method"",""dac25-inspired"",""--dac25-selector-timeout-ms"",""30000"",""--dac25-candidate-limit"",""32"",""--dac25-max-targets"",""2"",""--dac25-max-sets"",""4"",""--dac25-runeco-timeout-s"",""60"",""--dac25-abc-bin"",""/home/as6325400/hardwaretrojan_silence/abc""]",[],[],[],"[{""_line"":5,""_raw"":""rectification_summary summary_kind overall strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 status success plan_status selected raw_candidates 41 retained_candidates 32 sets_checked 4 feasible_sets 4 infeasible_sets 0 unknown_sets 0 patch_trials 4 successful_trials 4 selected_trial 0 candidate_ms 0.163634 solver_ms 251.458 selector_ms 323.323 total_ms 2039"",""candidate_ms"":0.163634,""feasible_sets"":4,""infeasible_sets"":0,""patch_trials"":4,""plan_status"":""selected"",""raw_candidates"":41,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""retained_candidates"":32,""rule_build_attempt"":0,""selected_trial"":0,""selector_ms"":323.323,""sets_checked"":4,""solver_ms"":251.458,""status"":""success"",""strategy"":""dac25-inspired"",""successful_trials"":4,""summary_kind"":""overall"",""total_ms"":2039,""unknown_sets"":0},{""_line"":6,""_raw"":""rectification_summary summary_kind trial strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 set_attempt 0 status success selected 1 target_count 1 patch_inputs 2 patch_added_gates 1 patched_area 571 patched_level 39 area_delta -9 level_delta 0 runeco_ms 422.632 convert_ms 41.9636 total_ms 465.614"",""area_delta"":-9,""convert_ms"":41.9636,""level_delta"":0,""patch_added_gates"":1,""patch_inputs"":2,""patched_area"":571,""patched_level"":39,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""rule_build_attempt"":0,""runeco_ms"":422.632,""selected"":1,""set_attempt"":0,""status"":""success"",""strategy"":""dac25-inspired"",""summary_kind"":""trial"",""target_count"":1,""total_ms"":465.614},{""_line"":8,""_raw"":""rectification_summary summary_kind trial strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 set_attempt 1 status success selected 0 target_count 1 patch_inputs 0 patch_added_gates 1 patched_area 571 patched_level 39 area_delta -9 level_delta 0 runeco_ms 353.251 convert_ms 62.1644 total_ms 416.627"",""area_delta"":-9,""convert_ms"":62.1644,""level_delta"":0,""patch_added_gates"":1,""patch_inputs"":0,""patched_area"":571,""patched_level"":39,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""rule_build_attempt"":0,""runeco_ms"":353.251,""selected"":0,""set_attempt"":1,""status"":""success"",""strategy"":""dac25-inspired"",""summary_kind"":""trial"",""target_count"":1,""total_ms"":416.627},{""_line"":10,""_raw"":""rectification_summary summary_kind trial strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 set_attempt 2 status success selected 0 target_count 1 patch_inputs 1 patch_added_gates 1 patched_area 579 patched_level 39 area_delta -1 level_delta 0 runeco_ms 362.282 convert_ms 41.6353 total_ms 405.502"",""area_delta"":-1,""convert_ms"":41.6353,""level_delta"":0,""patch_added_gates"":1,""patch_inputs"":1,""patched_area"":579,""patched_level"":39,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""rule_build_attempt"":0,""runeco_ms"":362.282,""selected"":0,""set_attempt"":2,""status"":""success"",""strategy"":""dac25-inspired"",""summary_kind"":""trial"",""target_count"":1,""total_ms"":405.502},{""_line"":12,""_raw"":""rectification_summary summary_kind trial strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 set_attempt 3 status success selected 0 target_count 1 patch_inputs 0 patch_added_gates 1 patched_area 571 patched_level 39 area_delta -9 level_delta 0 runeco_ms 362.337 convert_ms 62.1658 total_ms 425.687"",""area_delta"":-9,""convert_ms"":62.1658,""level_delta"":0,""patch_added_gates"":1,""patch_inputs"":0,""patched_area"":571,""patched_level"":39,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""rule_build_attempt"":0,""runeco_ms"":362.337,""selected"":0,""set_attempt"":3,""status"":""success"",""strategy"":""dac25-inspired"",""summary_kind"":""trial"",""target_count"":1,""total_ms"":425.687}]","[{""rectification_summaries"":[{""_line"":5,""_raw"":""rectification_summary summary_kind overall strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 status success plan_status selected raw_candidates 41 retained_candidates 32 sets_checked 4 feasible_sets 4 infeasible_sets 0 unknown_sets 0 patch_trials 4 successful_trials 4 selected_trial 0 candidate_ms 0.163634 solver_ms 251.458 selector_ms 323.323 total_ms 2039"",""candidate_ms"":0.163634,""feasible_sets"":4,""infeasible_sets"":0,""patch_trials"":4,""plan_status"":""selected"",""raw_candidates"":41,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""retained_candidates"":32,""rule_build_attempt"":0,""selected_trial"":0,""selector_ms"":323.323,""sets_checked"":4,""solver_ms"":251.458,""status"":""success"",""strategy"":""dac25-inspired"",""successful_trials"":4,""summary_kind"":""overall"",""total_ms"":2039,""unknown_sets"":0},{""_line"":6,""_raw"":""rectification_summary summary_kind trial strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 set_attempt 0 status success selected 1 target_count 1 patch_inputs 2 patch_added_gates 1 patched_area 571 patched_level 39 area_delta -9 level_delta 0 runeco_ms 422.632 convert_ms 41.9636 total_ms 465.614"",""area_delta"":-9,""convert_ms"":41.9636,""level_delta"":0,""patch_added_gates"":1,""patch_inputs"":2,""patched_area"":571,""patched_level"":39,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""rule_build_attempt"":0,""runeco_ms"":422.632,""selected"":1,""set_attempt"":0,""status"":""success"",""strategy"":""dac25-inspired"",""summary_kind"":""trial"",""target_count"":1,""total_ms"":465.614},{""_line"":8,""_raw"":""rectification_summary summary_kind trial strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 set_attempt 1 status success selected 0 target_count 1 patch_inputs 0 patch_added_gates 1 patched_area 571 patched_level 39 area_delta -9 level_delta 0 runeco_ms 353.251 convert_ms 62.1644 total_ms 416.627"",""area_delta"":-9,""convert_ms"":62.1644,""level_delta"":0,""patch_added_gates"":1,""patch_inputs"":0,""patched_area"":571,""patched_level"":39,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""rule_build_attempt"":0,""runeco_ms"":353.251,""selected"":0,""set_attempt"":1,""status"":""success"",""strategy"":""dac25-inspired"",""summary_kind"":""trial"",""target_count"":1,""total_ms"":416.627},{""_line"":10,""_raw"":""rectification_summary summary_kind trial strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 set_attempt 2 status success selected 0 target_count 1 patch_inputs 1 patch_added_gates 1 patched_area 579 patched_level 39 area_delta -1 level_delta 0 runeco_ms 362.282 convert_ms 41.6353 total_ms 405.502"",""area_delta"":-1,""convert_ms"":41.6353,""level_delta"":0,""patch_added_gates"":1,""patch_inputs"":1,""patched_area"":579,""patched_level"":39,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""rule_build_attempt"":0,""runeco_ms"":362.282,""selected"":0,""set_attempt"":2,""status"":""success"",""strategy"":""dac25-inspired"",""summary_kind"":""trial"",""target_count"":1,""total_ms"":405.502},{""_line"":12,""_raw"":""rectification_summary summary_kind trial strategy dac25-inspired repair_method dac25-inspired rule_build_attempt 0 rectification_attempt 0 set_attempt 3 status success selected 0 target_count 1 patch_inputs 0 patch_added_gates 1 patched_area 571 patched_level 39 area_delta -9 level_delta 0 runeco_ms 362.337 convert_ms 62.1658 total_ms 425.687"",""area_delta"":-9,""convert_ms"":62.1658,""level_delta"":0,""patch_added_gates"":1,""patch_inputs"":0,""patched_area"":571,""patched_level"":39,""rectification_attempt"":0,""repair_method"":""dac25-inspired"",""rule_build_attempt"":0,""runeco_ms"":362.337,""selected"":0,""set_attempt"":3,""status"":""success"",""strategy"":""dac25-inspired"",""summary_kind"":""trial"",""target_count"":1,""total_ms"":425.687}],""rule_apply_summaries"":[],""rule_build_attempt"":0,""rule_miter_summaries"":[],""rule_synth_summaries"":[]}]","{""rectification_summaries"":[],""rule_apply_summaries"":[],""rule_miter_summaries"":[],""rule_synth_summaries"":[]}",0.163634,4,0,4,selected,41,0,dac25-inspired,32,0,0,323.323,4,251.458,success,dac25-inspired,4,overall,2039,0,0.163634,4,0,4,selected,41,0,dac25-inspired,32,0,0,323.323,4,251.458,success,dac25-inspired,4,overall,2039,0,0.163634,4,0,4,41,32,0,323.323,4,251.458,4,2039,0,-9,41.9636,0,1,2,571,39,0,dac25-inspired,0,422.632,1,0,success,dac25-inspired,trial,1,465.614,-9,41.9636,0,1,2,571,39,0,dac25-inspired,0,422.632,1,0,success,dac25-inspired,trial,1,465.614,-9,41.9636,0,1,2,571,39,422.632,1,1,465.614
