circuit	trojan_bench	groundtruth	gt_exists	main_exit	patched_bench	cec_result	cec_detail
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan1.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan1_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan10.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan10_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan11.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan11_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan12.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan12_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan13.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan13_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan14.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan14_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan15.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan15_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan16.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan16_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan17.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan17_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan18.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan18_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan19.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan19_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan2.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan2_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan20.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan20_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan21.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan21_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan22.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan22_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan23.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan23_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan24.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan24_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan25.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan25_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan26.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan26_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan27.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan27_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan28.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan28_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan29.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan29_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan3.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan3_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan4.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan4_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan5.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan5_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan6.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan6_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan7.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan7_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan8.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan8_round1_error_patterns.json	1	1		no_patch	
c3540	trojaned_bench/V1_singleTrigger_multiPayload/c3540/c3540_trojan9.bench	groundtruth/V1_singleTrigger_multiPayload/c3540/c3540_trojan9_round1_error_patterns.json	1	1		no_patch	
c5315	trojaned_bench/V1_singleTrigger_multiPayload/c5315/c5315_trojan0.bench	groundtruth/V1_singleTrigger_multiPayload/c5315/c5315_trojan0_round1_error_patterns.json	1	1		no_patch	
c5315	trojaned_bench/V1_singleTrigger_multiPayload/c5315/c5315_trojan1.bench	groundtruth/V1_singleTrigger_multiPayload/c5315/c5315_trojan1_round1_error_patterns.json	1	1		no_patch	
c5315	trojaned_bench/V1_singleTrigger_multiPayload/c5315/c5315_trojan10.bench	groundtruth/V1_singleTrigger_multiPayload/c5315/c5315_trojan10_round1_error_patterns.json	1	0		no_patch	
