circuit,trojan,a_status,b_status,c_status,a_runtime_ms,b_runtime_ms,c_runtime_ms,b_over_c_runtime,a_cec_rounds,b_cec_rounds,c_cec_rounds,a_dt_builds,b_dt_builds,c_dt_builds,b_effective_rules,b_effective_literals,b_effective_depth,c_effective_rules,c_effective_literals,c_effective_depth,formal_miter_status,formal_miter_added,formal_miter_fn,formal_miter_fp,formal_miter_retries,formal_miter_proved,formal_miter_total_ms
c3540,c3540_trojan47,PASS,PASS,PASS,3233.03,2885.87,2861.86,1.0083896486900128,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan48,PASS,PASS,PASS,2814.3,931.408,1611.01,0.578151594341438,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan49,PASS,PASS,PASS,997.199,991.411,1766.89,0.5611051055809926,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,264.776
c3540,c3540_trojan5,PASS,PASS,PASS,6102.17,6154.69,6324.52,0.9731473692865228,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,155.2572
c3540,c3540_trojan50,PASS,PASS,PASS,3703.28,3650.34,3695.92,0.9876674819801294,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan51,PASS,PASS,PASS,3225.79,3044.86,4236.03,0.7188003862106738,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1113.3475
c3540,c3540_trojan52,PASS,PASS,PASS,12616.3,9870.34,17665.2,0.5587448769331793,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1068.7899
c3540,c3540_trojan53,PASS,PASS,PASS,2529.87,2446.87,3590.54,0.6814768809148485,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1044.5439
c3540,c3540_trojan54,PASS,PASS,PASS,4841.08,4579.15,7260.71,0.6306752369947292,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,676.9008
c3540,c3540_trojan55,PASS,PASS,PASS,7701.04,7002.0,12330.1,0.5678786060129277,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,781.4396
c3540,c3540_trojan56,PASS,PASS,PASS,627.845,609.919,2158.57,0.28255697058700896,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1293.8353
c3540,c3540_trojan57,PASS,PASS,PASS,1221.11,1297.0,2131.36,0.608531641768636,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,943.5337
c3540,c3540_trojan58,PASS,PASS,PASS,1917.91,1936.11,2918.15,0.6634717200966365,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1165.0864
c3540,c3540_trojan59,PASS,PASS,PASS,2640.94,2065.93,3230.96,0.6394167677718077,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1284.0629
c3540,c3540_trojan6,PASS,PASS,PASS,542.608,547.526,683.108,0.8015218676988118,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan60,PASS,PASS,PASS,3842.37,3186.08,4316.13,0.7381798045934668,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,729.8285
c3540,c3540_trojan61,PASS,PASS,PASS,12277.1,11349.6,13831.7,0.8205498962528106,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1185.0054
c3540,c3540_trojan62,PASS,PASS,PASS,938.161,784.847,1829.53,0.4289883194044372,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,909.5987
c3540,c3540_trojan63,PASS,PASS,PASS,1756.07,1700.24,2729.38,0.6229400083535455,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,905.0202
c3540,c3540_trojan64,PASS,PASS,PASS,1901.65,2193.52,3234.23,0.6782201636865652,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1167.325
c3540,c3540_trojan65,PASS,PASS,PASS,4377.6,4111.56,5336.54,0.7704542643735455,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1151.2697
c3540,c3540_trojan66,PASS,PASS,PASS,7136.17,7244.19,7337.75,0.9872494974617559,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan67,PASS,PASS,PASS,6888.12,6383.36,10934.0,0.5838083043716846,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,660.7506
c3540,c3540_trojan68,PASS,PASS,PASS,6789.43,7185.89,15595.3,0.4607727969324092,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,648.3592
c3540,c3540_trojan69,PASS,PASS,PASS,1027.38,988.678,1268.42,0.7794563314990303,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan7,PASS,PASS,PASS,1198.78,1236.78,1536.23,0.8050747609407445,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,349.4338
c3540,c3540_trojan70,PASS,PASS,PASS,2647.8,2727.73,2840.08,0.9604412551759106,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan71,PASS,PASS,PASS,1647.28,1613.17,2605.27,0.6191949394880377,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,961.715
c3540,c3540_trojan72,PASS,PASS,PASS,2028.44,2013.03,2713.89,0.7417507710334612,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,847.2039
c3540,c3540_trojan73,PASS,PASS,PASS,2152.18,2034.35,2770.05,0.7344091261890578,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,804.9716
c3540,c3540_trojan74,PASS,PASS,PASS,3448.64,4785.38,4416.84,1.0834397442515464,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1100.0314
c3540,c3540_trojan75,PASS,PASS,PASS,507.749,491.125,1385.06,0.3545875268941418,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,819.1188
c3540,c3540_trojan76,PASS,PASS,PASS,848.272,707.26,1842.97,0.3837609944817333,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1002.3458
c3540,c3540_trojan77,PASS,PASS,PASS,1369.9,1525.33,2588.84,0.5891943882202066,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1133.2255
c3540,c3540_trojan78,PASS,PASS,PASS,741.692,715.687,847.609,0.8443598404452997,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan79,PASS,PASS,PASS,1697.36,1736.22,2969.21,0.5847413958595047,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1326.0008
c3540,c3540_trojan8,PASS,PASS,PASS,1689.68,2539.89,3359.82,0.7559601407218243,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,308.7631
c3540,c3540_trojan80,PASS,PASS,PASS,1990.03,2023.33,2671.58,0.7573533264959312,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,799.5328
c3540,c3540_trojan81,PASS,PASS,PASS,7666.08,17047.9,7253.62,2.350260973141687,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan82,PASS,PASS,PASS,2401.28,2220.89,3326.39,0.667657731053785,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,972.297
c3540,c3540_trojan83,PASS,PASS,PASS,974.777,1105.78,910.151,1.214941257000212,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan84,PASS,PASS,PASS,3256.39,2190.99,1973.85,1.110008359297819,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan85,PASS,PASS,PASS,559.889,652.267,544.988,1.196846536070519,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan86,PASS,PASS,PASS,10820.2,10518.7,21703.5,0.48465454880549225,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1323.3834
c3540,c3540_trojan87,PASS,PASS,PASS,509.601,514.929,1515.94,0.3396763724157948,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,792.6534
c3540,c3540_trojan88,PASS,PASS,PASS,1802.33,1585.26,1873.9,0.84596830140349,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan89,PASS,PASS,PASS,2092.09,2157.14,3265.51,0.6605828798564389,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1251.0612
c3540,c3540_trojan9,PASS,PASS,PASS,1964.33,1936.22,1978.67,0.9785461951715041,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,150.4044
c3540,c3540_trojan90,PASS,PASS,PASS,12768.0,10965.4,17055.1,0.6429396485508734,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,624.6241
c3540,c3540_trojan91,PASS,PASS,PASS,777.486,687.034,742.747,0.9249906091845541,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan92,PASS,PASS,PASS,4473.9,4205.78,6842.61,0.6146455811452063,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,717.144
c3540,c3540_trojan93,PASS,PASS,PASS,2391.71,2261.99,3413.08,0.6627415706634476,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1137.2791
c3540,c3540_trojan94,PASS,PASS,PASS,917.288,663.809,3050.46,0.217609475292251,0,0,0,1,1,2,1,1,1,1,1,1,proved,5,0,5,1,1,1935.5781000000002
c3540,c3540_trojan95,PASS,PASS,PASS,4077.63,3765.23,4739.34,0.7944629420974229,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1037.3115
c3540,c3540_trojan96,PASS,PASS,PASS,1223.04,2273.38,2336.31,0.9730643621779644,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1063.1676
c3540,c3540_trojan97,PASS,PASS,PASS,4817.37,4236.87,3874.22,1.0936059387437989,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c3540,c3540_trojan98,PASS,PASS,PASS,1556.95,1614.5,2413.6,0.6689177991382168,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,763.798
c3540,c3540_trojan99,PASS,PASS,PASS,1927.32,2855.59,3165.13,0.9022030690682531,0,0,0,1,1,1,1,1,1,1,1,1,proved,0,0,0,0,1,1244.2846
c5315,c5315_trojan0,PASS,PASS,PASS,48765.2,16031.0,17964.9,0.8923511959432002,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan1,PASS,PASS,PASS,27763.5,24643.1,25241.6,0.9762891417342799,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan10,PASS,PASS,PASS,25285.0,22472.5,29528.8,0.7610366828316762,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan11,PASS,PASS,PASS,29037.2,8297.14,7987.8,1.0387265580009513,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan12,PASS,PASS,PASS,29334.8,13413.6,15175.2,0.8839158627233907,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan13,PASS,PASS,PASS,7101.84,7844.15,6514.35,1.2041339504325066,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan14,PASS,PASS,PASS,24416.6,24572.6,29033.0,0.8463679261529983,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan15,PASS,PASS,PASS,4759.11,5081.29,6044.38,0.8406635585452933,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan16,PASS,PASS,PASS,196173.0,107776.0,99586.4,1.0822361286280056,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan17,PASS,PASS,PASS,811.901,694.143,635.04,1.0930697278911565,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan18,PASS,PASS,PASS,127893.0,88683.1,89346.5,0.9925749749570493,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan19,PASS,PASS,PASS,9717.49,8232.78,8731.94,0.9428351546162709,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan2,PASS,PASS,PASS,44682.0,152806.0,145238.0,1.0521075751525082,0,0,0,1,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan20,PASS,PASS,PASS,264624.0,36702.2,38328.5,0.9575694326675972,0,0,0,2,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan21,TIMEOUT,PASS,PASS,,195424.0,200046.0,0.9768953140777621,,0,0,,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan22,PASS,PASS,PASS,12790.4,10881.2,13054.4,0.8335273930628754,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan23,PASS,PASS,PASS,225319.0,151627.0,152917.0,0.9915640510865371,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan24,PASS,NO_PATCH,TIMEOUT,57441.8,204134.0,,,0,0,,1,2,2,119,713,11,119,713,11,counterexamples,5,3,2,1,0,229.4656
c5315,c5315_trojan25,PASS,PASS,PASS,5907.93,6892.86,9489.0,0.7264053114132153,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan26,PASS,PASS,PASS,670.512,573.65,569.455,1.0073666927149643,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan27,PASS,PASS,PASS,16900.1,13738.3,26496.5,0.5184948955522427,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan28,PASS,PASS,PASS,1045.93,561.963,481.385,1.1673878496421783,1,0,0,2,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan29,PASS,PASS,PASS,15185.8,24791.4,26510.4,0.9351575230852798,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan3,PASS,PASS,PASS,3737.73,3509.14,4191.75,0.8371539333214051,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan30,PASS,PASS,PASS,7318.69,8742.43,9463.52,0.9238031937376368,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan31,TIMEOUT,PASS,PASS,,275334.0,280433.0,0.9818174038005513,,0,0,,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan32,PASS,PASS,PASS,5883.44,6820.2,6101.94,1.11771010531077,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan33,PASS,PASS,PASS,11214.5,9684.45,9974.21,0.9709490776713144,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan34,PASS,PASS,PASS,1642.22,633.324,606.257,1.0446460824369863,1,0,0,2,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan35,PASS,PASS,PASS,9406.89,7816.3,7660.43,1.0203474217504762,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan36,PASS,PASS,PASS,5850.32,6012.43,6077.89,0.9892298149522285,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan37,PASS,PASS,PASS,162656.0,135139.0,138669.0,0.9745436975820119,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan38,TIMEOUT,PASS,PASS,,248068.0,248199.0,0.9994721977123195,,0,0,,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan39,PASS,PASS,PASS,10196.6,7127.57,8286.87,0.8601039958392009,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan4,PASS,PASS,PASS,16452.1,12010.5,13572.0,0.8849469496021221,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan40,PASS,PASS,PASS,138188.0,82215.1,83175.7,0.9884509538242541,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan41,PASS,PASS,PASS,11295.5,9591.06,10467.1,0.9163053758920808,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan42,PASS,PASS,PASS,555.546,557.123,523.051,1.0651408753639702,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan43,PASS,PASS,PASS,283064.0,155831.0,154124.0,1.011075497651242,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan44,PASS,PASS,PASS,11641.3,10366.2,10999.8,0.9423989527082312,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan45,PASS,PASS,PASS,773.71,767.156,689.31,1.1129332230781506,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan46,PASS,PASS,PASS,3506.27,3305.63,3362.82,0.9829934400294991,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan47,PASS,PASS,PASS,7166.59,6575.93,6597.05,0.9967985690573817,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan48,TIMEOUT,PASS,PASS,,246926.0,257550.0,0.9587497573286741,,0,0,,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan49,PASS,PASS,PASS,23763.6,22988.3,22702.3,1.0125978425093494,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan5,PASS,PASS,PASS,8746.4,8520.19,9106.72,0.9355937154101588,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan50,PASS,PASS,PASS,35678.0,12849.3,14481.9,0.8872661736374371,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan51,PASS,PASS,PASS,30940.9,33122.2,34680.0,0.955080738177624,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan52,PASS,PASS,PASS,201188.0,162060.0,157896.0,1.0263717890256878,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan53,PASS,PASS,PASS,6360.39,4433.62,6133.34,0.7228720403564778,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan54,PASS,PASS,PASS,13090.2,11399.7,12956.7,0.8798305123989905,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan55,CEC_FAIL,CEC_FAIL,PASS,59953.5,61470.1,31132.2,1.974486223267228,5,5,1,5,5,3,2,8,4,1,1,1,skipped,5,3,2,1,0,701.0557
c5315,c5315_trojan56,PASS,PASS,PASS,9018.83,8673.41,9031.65,0.9603350439842111,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan57,PASS,PASS,PASS,8014.44,7448.29,8248.63,0.9029729785431037,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan58,PASS,PASS,PASS,9219.53,9648.64,10266.9,0.9397812387380806,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan59,PASS,PASS,PASS,617.29,630.957,610.75,1.0330855505525993,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan6,PASS,PASS,PASS,8582.71,8502.94,11038.7,0.7702845443756964,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan60,PASS,PASS,PASS,22481.4,20307.5,22707.6,0.8943041096373021,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan61,PASS,PASS,PASS,8827.75,8688.23,11061.5,0.7854477240880531,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan62,PASS,PASS,PASS,12043.9,11483.2,13828.1,0.8304250041581996,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan63,PASS,PASS,PASS,6454.24,6829.11,7183.74,0.9506343492386974,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan64,PASS,PASS,PASS,18393.5,19020.3,20934.6,0.9085580808804563,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan65,PASS,PASS,PASS,5247.23,5494.75,5767.58,0.9526959313958367,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan66,PASS,PASS,PASS,163800.0,112631.0,115196.0,0.9777336018611757,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan67,PASS,PASS,PASS,926.619,744.422,888.474,0.8378658238732929,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan68,PASS,PASS,PASS,119137.0,30101.5,30718.4,0.9799175738319704,0,0,0,2,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan69,PASS,PASS,PASS,9390.0,7761.09,7761.17,0.999989692275778,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan7,PASS,PASS,PASS,7121.25,6691.39,7870.0,0.8502401524777637,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan70,PASS,PASS,PASS,277489.0,183218.0,196233.0,0.9336757833799616,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan71,TIMEOUT,PASS,PASS,,203875.0,212668.0,0.9586538642390957,,0,0,,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan72,PASS,PASS,PASS,10049.1,10139.4,15245.8,0.665061853100526,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan73,PASS,PASS,PASS,274018.0,160545.0,157496.0,1.0193592218215066,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan74,PASS,PASS,PASS,282705.0,164697.0,164073.0,1.003803185167578,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan75,PASS,PASS,PASS,7763.14,6801.88,8325.24,0.8170190889391777,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan76,PASS,PASS,PASS,648.749,686.735,640.036,1.072963083326563,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan77,PASS,PASS,PASS,13524.4,14938.8,14503.1,1.030041853121057,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan78,CEC_FAIL,CEC_FAIL,PASS,86206.7,88789.3,42916.8,2.0688704656451553,5,5,1,5,5,3,4,15,4,1,1,1,skipped,5,3,2,1,0,562.2892
c5315,c5315_trojan79,PASS,PASS,PASS,10907.3,16751.1,17324.2,0.9669191073758094,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan8,PASS,PASS,PASS,13049.5,9673.73,10872.9,0.8897101969115875,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan80,PASS,PASS,PASS,8589.21,12294.4,12177.0,1.0096411267142975,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan81,TIMEOUT,TIMEOUT,TIMEOUT,,,,,,,,,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan82,PASS,PASS,PASS,4998.31,6918.0,9036.06,0.7655991660081939,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan83,PASS,PASS,PASS,697.564,641.652,685.968,0.9353964033307677,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan84,PASS,PASS,PASS,646.385,689.168,717.631,0.9603375550944706,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan85,PASS,PASS,PASS,8976.65,10857.7,11247.4,0.9653519924604799,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan86,PASS,PASS,PASS,3537.47,4504.44,3518.22,1.2803178880229207,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan87,PASS,PASS,PASS,185923.0,138368.0,137605.0,1.005544856654918,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan88,TIMEOUT,PASS,PASS,,281570.0,288823.0,0.9748877340101031,,0,0,,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan89,PASS,PASS,PASS,10450.2,8571.68,10777.3,0.795345773060043,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan9,PASS,PASS,PASS,474.074,562.553,572.819,0.982078108442632,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan90,PASS,PASS,PASS,139534.0,93438.7,89829.7,1.0401760219615561,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan91,PASS,PASS,PASS,10668.7,10337.4,10563.8,0.9785683182188228,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan92,PASS,PASS,PASS,664.106,561.269,653.397,0.8590014952624514,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan93,PASS,PASS,PASS,251401.0,146912.0,139491.0,1.053200564910998,0,0,0,2,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan94,PASS,PASS,PASS,9395.66,11874.9,13438.2,0.8836674554627851,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan95,PASS,PASS,PASS,790.983,892.055,786.363,1.1344061203286522,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
