circuit,trojan,a_status,b_status,c_status,a_runtime_ms,b_runtime_ms,c_runtime_ms,b_over_c_runtime,a_cec_rounds,b_cec_rounds,c_cec_rounds,a_dt_builds,b_dt_builds,c_dt_builds,b_effective_rules,b_effective_literals,b_effective_depth,c_effective_rules,c_effective_literals,c_effective_depth,formal_miter_status,formal_miter_added,formal_miter_fn,formal_miter_fp,formal_miter_retries,formal_miter_proved,formal_miter_total_ms
c5315,c5315_trojan96,PASS,PASS,PASS,3455.93,3720.56,3709.62,1.0029490891250317,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan97,PASS,PASS,PASS,6903.21,6842.83,7274.53,0.9406559599039388,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan98,TIMEOUT,PASS,PASS,,200800.0,185976.0,1.0797092097905105,,0,0,,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c5315,c5315_trojan99,PASS,PASS,PASS,23276.4,11967.9,11514.8,1.0393493590856984,0,0,0,2,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c6288,c6288_trojan0,PASS,PASS,PASS,5115.86,9977.52,7262.88,1.3737690833388407,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan0,PASS,PASS,PASS,7256.57,8768.95,7587.48,1.1557130957841077,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan1,PASS,PASS,PASS,4850.72,5426.28,5374.72,1.0095930578709216,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan11,PASS,PASS,PASS,2064.93,2091.41,2246.4,0.9310051638176637,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan12,PASS,PASS,PASS,8534.78,9432.53,9211.52,1.0239927829500453,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan13,PASS,PASS,PASS,1209.15,1468.77,1263.04,1.162884785913352,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan15,PASS,PASS,PASS,565.023,606.555,1373.77,0.4415258740546088,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,233.7942
c7552,c7552_trojan16,PASS,PASS,PASS,1132.9,960.4,2285.76,0.4201665966680666,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,231.9763
c7552,c7552_trojan17,PASS,PASS,PASS,1847.06,2537.8,2180.53,1.1638454871063457,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan18,PASS,CEC_FAIL,PASS,1768.96,2529.01,3669.43,0.6892105858403077,3,5,0,4,5,5,1,2,2,1,1,1,skipped,20,3,17,4,0,1108.5471
c7552,c7552_trojan19,PASS,PASS,PASS,11863.2,12369.4,13385.1,0.9241171152998483,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan2,PASS,PASS,PASS,698.089,710.535,675.334,1.052123837982391,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan20,PASS,PASS,PASS,1336.96,2277.43,4507.83,0.5052164788823004,2,4,0,3,5,6,1,1,1,1,1,1,skipped,25,3,22,5,0,1295.0309
c7552,c7552_trojan21,PASS,PASS,PASS,8356.48,9422.6,9298.4,1.0133571367116925,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan22,PASS,PASS,PASS,2417.55,2375.62,2296.67,1.0343758572193653,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan23,PASS,PASS,PASS,5066.23,5308.34,5389.11,0.9850123675337858,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan25,PASS,PASS,PASS,5376.34,4667.08,4459.16,1.0466276159635448,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan26,PASS,PASS,PASS,550.269,699.905,656.289,1.0664585266551778,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan27,PASS,PASS,PASS,822.012,817.92,1894.78,0.4316701675128511,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,228.235
c7552,c7552_trojan28,PASS,PASS,PASS,3807.27,4171.19,3743.55,1.1142338154959863,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan29,PASS,PASS,PASS,7899.13,8526.33,7224.58,1.1801834847146824,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan3,PASS,PASS,PASS,11280.3,12881.1,10755.0,1.19768479776848,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan30,PASS,PASS,PASS,5244.34,6602.86,5372.39,1.2290358667185366,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan31,PASS,PASS,PASS,3032.37,3139.38,3024.13,1.0381101341542858,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan32,PASS,PASS,PASS,546.916,569.92,2695.61,0.21142524326590267,0,0,0,1,1,4,1,1,1,1,1,1,skipped,15,3,12,3,0,622.9539
c7552,c7552_trojan33,PASS,PASS,PASS,6175.72,6360.37,6374.97,0.9977097931441246,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan34,PASS,PASS,PASS,7795.77,8647.27,8115.12,1.0655751239661275,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan35,PASS,PASS,PASS,9034.79,12013.7,9953.57,1.2069739801900223,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan36,PASS,PASS,PASS,728.937,808.967,1661.15,0.4869921439966288,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,222.1533
c7552,c7552_trojan37,PASS,PASS,PASS,7857.19,8671.48,8414.71,1.0305144205801509,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan38,PASS,PASS,PASS,5728.13,5956.81,5879.24,1.0131938822024615,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan39,PASS,PASS,PASS,644.242,541.076,1364.13,0.3966454810025437,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,225.5796
c7552,c7552_trojan4,PASS,PASS,PASS,9329.0,10418.4,12033.3,0.8657974121811972,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan40,PASS,PASS,PASS,9924.1,17111.1,11338.4,1.5091282720666055,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan41,PASS,PASS,PASS,7019.14,8180.53,8669.18,0.9436336539326672,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan42,PASS,PASS,PASS,1148.23,1217.58,2111.73,0.5765793922518503,1,1,0,2,2,3,1,1,1,1,1,1,skipped,10,0,10,2,0,508.258
c7552,c7552_trojan43,PASS,PASS,PASS,10344.0,10966.7,9651.92,1.1362195293786108,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan45,PASS,PASS,PASS,6126.18,6612.52,6521.13,1.0140144422822426,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan46,PASS,PASS,PASS,8898.61,9290.38,9260.08,1.0032721099601731,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan49,PASS,PASS,PASS,1121.89,1342.01,3522.91,0.3809379178009089,1,2,0,2,3,5,1,1,1,1,1,1,skipped,20,3,17,4,0,1038.9184
c7552,c7552_trojan50,PASS,PASS,PASS,5086.45,5965.97,6605.58,0.9031712582392463,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan51,PASS,PASS,PASS,3967.8,3570.9,3893.15,0.91722641049022,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan52,PASS,PASS,PASS,6894.48,8184.46,6645.75,1.2315329345822519,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan53,PASS,PASS,PASS,1286.14,1328.98,2893.05,0.45936986916921585,1,1,0,2,2,2,1,1,1,1,1,1,skipped,5,3,2,1,0,1363.0442
c7552,c7552_trojan54,PASS,PASS,PASS,8831.29,8761.5,7845.66,1.116732053135109,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan57,PASS,PASS,PASS,3741.34,4207.87,3796.18,1.108448492958711,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan58,PASS,PASS,PASS,4626.08,4454.21,4373.11,1.0185451543638282,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan59,PASS,PASS,PASS,4725.12,5333.46,4784.53,1.114730182483964,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan6,PASS,PASS,PASS,852.784,955.142,1987.95,0.4804658064840665,1,1,0,2,2,3,1,1,1,1,1,1,skipped,10,3,7,2,0,334.3356
c7552,c7552_trojan61,PASS,PASS,PASS,1550.88,1478.15,1535.44,0.962688219663419,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan62,PASS,PASS,PASS,8133.48,7347.91,7311.99,1.0049124793660822,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan63,PASS,PASS,PASS,1007.37,984.58,994.249,0.9902750719387196,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan65,PASS,PASS,PASS,607.29,595.5,3699.61,0.1609629123069729,0,0,0,1,1,3,1,1,1,1,1,1,skipped,10,0,10,2,0,2191.155
c7552,c7552_trojan66,PASS,PASS,PASS,1490.33,1197.11,1322.99,0.9048518885252345,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan67,PASS,PASS,PASS,1617.52,1704.69,1652.62,1.0315075455942686,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan68,PASS,PASS,PASS,1354.01,1356.31,4596.79,0.2950558977025272,2,2,0,3,3,4,1,1,1,1,1,1,skipped,15,3,12,3,0,2662.4487
c7552,c7552_trojan69,PASS,PASS,PASS,9117.3,7915.3,7737.28,1.0230080855287647,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan7,PASS,PASS,PASS,5093.93,5466.04,5120.17,1.0675504914875873,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan70,CEC_FAIL,PASS,PASS,1995.19,980.146,12205.0,0.08030692339205243,5,1,2,5,2,8,1,1,1,1,1,1,skipped,35,3,32,5,0,8080.266300000001
c7552,c7552_trojan71,PASS,PASS,PASS,7373.52,8122.17,7374.96,1.1013171596862898,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan72,PASS,PASS,PASS,2069.51,2051.96,2099.5,0.9773565134555847,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan73,CEC_FAIL,PASS,PASS,27428.4,5890.98,9423.33,0.6251484347889759,5,0,0,5,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan75,PASS,PASS,PASS,3645.02,3808.98,4836.5,0.7875488473069369,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan76,PASS,PASS,PASS,7260.38,7345.55,6709.39,1.0948163692973578,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan77,PASS,PASS,PASS,901.051,1120.03,2844.73,0.3937210209756286,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,1233.0531
c7552,c7552_trojan78,PASS,PASS,PASS,2651.12,2794.24,2724.75,1.0255032571795577,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan79,PASS,PASS,PASS,5645.09,5897.15,5770.23,1.021995657018871,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan8,PASS,PASS,PASS,7611.66,7724.1,7396.31,1.0443180450792355,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan80,PASS,PASS,PASS,4818.31,4146.83,4465.7,0.9285957408692926,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan81,PASS,PASS,PASS,1962.12,2198.11,2270.92,0.9679381043806035,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan82,PASS,PASS,PASS,1198.38,1236.13,7023.84,0.17599062621016426,1,1,1,2,2,6,1,1,1,1,1,1,skipped,20,3,17,4,0,3942.2672
c7552,c7552_trojan83,PASS,PASS,PASS,4754.8,4909.25,4897.91,1.0023152732492022,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan84,PASS,PASS,PASS,7280.63,6780.91,6713.29,1.0100725575686438,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan85,PASS,PASS,PASS,8410.81,9958.15,10813.3,0.9209168338989948,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan86,PASS,PASS,PASS,721.05,741.598,2277.31,0.32564648642477306,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,916.8379
c7552,c7552_trojan87,PASS,PASS,PASS,6577.28,6585.15,6889.7,0.9557963336574887,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan88,PASS,PASS,PASS,4034.12,5320.75,4204.65,1.2654442105763857,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan89,PASS,PASS,PASS,1095.94,1169.7,5357.44,0.21833188985784258,1,1,0,2,2,4,1,1,1,1,1,1,skipped,15,0,15,3,0,3340.7861000000003
c7552,c7552_trojan9,PASS,PASS,PASS,6699.38,7154.03,7093.7,1.0085047295487546,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan90,PASS,PASS,PASS,8660.05,11693.8,9375.92,1.2472162731763923,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan91,PASS,PASS,PASS,5540.38,6412.82,5803.47,1.1049975273414008,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan92,PASS,PASS,PASS,707.009,694.374,3961.36,0.17528677020013328,0,0,0,1,1,3,1,1,1,1,1,1,skipped,10,0,10,2,0,2405.5776
c7552,c7552_trojan93,PASS,PASS,PASS,7871.46,10093.2,8174.09,1.234779651312868,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan95,PASS,PASS,PASS,4222.57,5197.29,4247.74,1.223542401371082,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c7552,c7552_trojan96,PASS,PASS,PASS,8435.24,17696.7,9228.06,1.9177053465192035,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan0,PASS,PASS,PASS,1050.75,1185.01,1043.23,1.135904834025095,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan1,PASS,PASS,PASS,2841.74,3200.74,2884.97,1.109453477852456,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan10,PASS,PASS,PASS,917.244,990.087,866.666,1.1424089556991965,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan11,PASS,PASS,PASS,999.437,2780.14,864.78,3.214852332385115,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan12,PASS,PASS,PASS,1079.4,1196.23,1110.96,1.0767534384676316,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan13,PASS,PASS,PASS,562.428,1219.39,568.252,2.1458613432068874,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan14,PASS,PASS,PASS,763.34,742.236,570.867,1.3001907624718192,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan15,PASS,PASS,PASS,449.185,420.705,429.606,0.9792810156282733,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan16,PASS,PASS,PASS,1393.09,1518.07,1362.44,1.1142288834737675,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan18,PASS,PASS,PASS,355.495,269.989,547.026,0.4935578930434751,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,43.7684
c880,c880_trojan19,PASS,PASS,PASS,641.485,838.224,835.87,1.0028162274037828,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan2,PASS,PASS,PASS,2189.63,2575.83,2561.14,1.0057357270590441,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan20,PASS,PASS,PASS,507.323,641.37,495.892,1.2933662975002622,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan21,PASS,PASS,PASS,2027.01,1361.28,1464.09,0.9297789070344037,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan22,PASS,PASS,PASS,879.826,942.036,950.12,0.9914916010609186,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan23,PASS,PASS,PASS,1280.14,1300.6,1237.28,1.0511767748609853,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan24,PASS,PASS,PASS,850.505,929.078,951.157,0.9767872180933326,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan25,PASS,PASS,PASS,1431.63,2103.74,1663.9,1.2643428090630444,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan26,PASS,CEC_FAIL,PASS,783.814,1134.29,644.417,1.7601801318090613,4,5,0,5,5,3,1,2,2,1,1,1,skipped,10,6,4,2,0,111.97619999999999
c880,c880_trojan28,PASS,PASS,PASS,356.521,466.979,442.393,1.0555750204004133,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan29,PASS,PASS,PASS,339.039,374.74,358.047,1.0466223708060673,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan3,PASS,PASS,PASS,852.906,883.891,743.604,1.1886582105529286,2,1,1,3,2,2,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan30,PASS,PASS,PASS,311.038,357.381,439.265,0.8135886082433155,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,45.9745
c880,c880_trojan31,PASS,PASS,PASS,907.935,822.527,798.212,1.0304618321949557,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan32,PASS,PASS,PASS,968.994,1179.81,1085.94,1.0864412398475052,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan33,PASS,PASS,PASS,791.24,984.345,823.133,1.1958517031876987,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan34,PASS,PASS,PASS,1397.85,1444.87,1362.03,1.0608209804483013,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan35,PASS,PASS,PASS,1660.66,1592.52,1627.73,0.9783686483630577,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan36,PASS,PASS,PASS,635.534,708.318,733.903,0.9651384447263466,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan37,PASS,PASS,PASS,1142.5,1046.55,1075.12,0.973426222189151,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan38,PASS,PASS,PASS,349.264,323.304,356.471,0.9069573682010598,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan39,PASS,PASS,PASS,694.729,731.342,820.525,0.8913098321196795,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan4,PASS,PASS,PASS,1355.04,1223.62,1183.74,1.0336898305371112,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan40,PASS,PASS,PASS,1234.57,2288.09,1111.5,2.058560503823662,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan41,PASS,PASS,PASS,295.336,301.682,283.05,1.0658258258258257,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan42,PASS,PASS,PASS,991.881,977.168,931.236,1.0493236945307098,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan43,PASS,PASS,PASS,852.242,846.791,852.238,0.9936085929047989,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan44,PASS,PASS,PASS,342.361,336.817,319.235,1.0550754146631791,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan45,PASS,PASS,PASS,1092.77,1102.78,1077.33,1.0236232166559922,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan46,PASS,PASS,PASS,484.239,472.998,583.308,0.8108889300335329,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan47,PASS,PASS,PASS,589.823,565.862,533.138,1.0613799804178279,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan48,PASS,PASS,PASS,274.026,281.356,292.865,0.960702029945538,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan49,PASS,PASS,PASS,639.479,616.703,669.062,0.9217426785559484,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan5,PASS,PASS,PASS,377.048,340.5,575.842,0.5913080324116685,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,38.4792
c880,c880_trojan50,PASS,PASS,PASS,1605.29,1856.45,1832.95,1.0128208625439865,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan51,PASS,PASS,PASS,3810.49,3612.07,3714.98,0.9722986395619896,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan52,PASS,PASS,PASS,2226.33,2110.7,2093.83,1.0080570055830702,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan53,PASS,PASS,PASS,1216.1,1075.96,1104.85,0.9738516540706884,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan54,PASS,PASS,PASS,3168.43,2978.8,2479.3,1.2014681563344491,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan55,PASS,PASS,PASS,337.532,368.475,667.469,0.5520481100994953,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,78.6092
c880,c880_trojan56,PASS,PASS,PASS,2077.99,2292.99,2008.14,1.1418476799426334,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan57,PASS,PASS,PASS,1626.02,1723.44,1646.97,1.0464307182280188,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan58,PASS,PASS,PASS,499.827,614.796,669.55,0.9182226868792474,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan59,PASS,PASS,PASS,2631.44,3361.01,2604.38,1.2905221204278945,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan6,PASS,PASS,PASS,1059.89,1067.96,1119.1,0.9543025645608079,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan60,PASS,PASS,PASS,1359.85,1965.2,1576.11,1.2468672871817323,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan61,PASS,PASS,PASS,330.087,324.407,404.906,0.8011908936889055,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan62,PASS,PASS,PASS,1671.47,1625.01,1625.11,0.9999384657038601,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan63,PASS,PASS,PASS,660.778,539.612,523.128,1.0315104525087548,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan64,PASS,PASS,PASS,367.337,394.902,351.518,1.1234189998805182,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan65,PASS,PASS,PASS,349.72,347.683,325.71,1.0674618525682356,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan66,PASS,PASS,PASS,1308.97,1447.91,1335.61,1.0840814309566418,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan68,PASS,PASS,PASS,372.025,385.322,657.387,0.5861418007961825,0,0,0,1,1,2,1,1,1,1,1,1,skipped,5,0,5,1,0,57.1041
c880,c880_trojan69,PASS,PASS,PASS,1235.18,1178.33,1263.92,0.9322821064624343,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan7,PASS,PASS,PASS,414.384,474.669,410.697,1.1557644686958999,1,1,0,2,2,2,1,1,1,1,1,1,skipped,5,3,2,1,0,52.0525
c880,c880_trojan70,PASS,PASS,PASS,1255.96,1103.19,1536.23,0.7181151259902488,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
c880,c880_trojan71,PASS,PASS,PASS,2280.76,2398.13,2267.99,1.0573812053845035,0,0,0,1,1,1,1,1,1,1,1,1,skipped,0,0,0,0,0,0
