cases,z3_pass,dac_pass,z3_pass_rate,dac_pass_rate,z3_wilson_low,z3_wilson_high,dac_wilson_low,dac_wilson_high,dac_gains,dac_regressions,mcnemar_exact_p,both_pass,z3_wall_sum_ms,dac_wall_sum_ms,z3_over_dac_wall_sum_ratio,z3_over_dac_wall_median_ratio,z3_over_dac_wall_geomean_ratio,dac_wall_wins,z3_runtime_sum_ms,dac_runtime_sum_ms,z3_over_dac_runtime_sum_ratio,z3_over_dac_runtime_median_ratio,z3_over_dac_runtime_geomean_ratio,dac_runtime_wins,dac_node_wins,node_ties,z3_node_wins,dac_level_wins,level_ties,z3_level_wins,z3_aig_nodes_sum,dac_aig_nodes_sum,z3_over_dac_aig_nodes_ratio,z3_delta_nodes_sum,dac_delta_nodes_sum,z3_delta_nodes_median,dac_delta_nodes_median,z3_delta_levels_sum,dac_delta_levels_sum,z3_delta_levels_median,dac_delta_levels_median,z3_cec_replayed,dac_cec_replayed,abc_sha256,z3_binary_sha256,dac_binary_sha256,z3_results_sha256,dac_results_sha256,z3_context_sha256,z3_context_key,z3_manifest_sha256,z3_runner_sha256,z3_git_commit,z3_git_dirty,dac_context_sha256,dac_context_key,dac_manifest_sha256,dac_runner_sha256,dac_git_commit,dac_git_dirty,z3_records,z3_artifact_refs,z3_artifact_bytes,dac_records,dac_artifact_refs,dac_artifact_bytes
482,480,463,0.995850622406639,0.9605809128630706,0.9849986934451079,0.9988613525054207,0.9392571168105256,0.9746212522313881,2,19,0.00022125244140625,461,5530743.166841217,4824092.067610822,1.1464837505848788,0.3278817953691521,0.4242736892542312,94,5452135.64600001,4776002.740000002,1.141568785197139,0.2908228788190398,0.39081018418468827,93,90,328,43,32,354,75,476165,475615,1.0011563975063864,-3093,-3643,-5,-5,-717,-810,0,0,480,463,627ee77136889096c2d8aa11ef9adffb666504867f29508180ac10fc596093e3,2bebfa7eadefbcbda545d255dbd26bfa2da85a7adeb0097bffd9d36a61668b41,ddaced4a3d969f341ec69da7fa2475a1ea3bdc7310513972a2f30e621048da2c,0ad5f97c18ad8d657d0dc14f885ff643a71a043e3c55be5bf93e8334975c28d1,3d00120755a60cefefe678a5a5e021ccf6bbf0b650f8d423ec3cfd84005c261a,8bcc59bf5a44b1ce6d15909336226777d565acfe2cb9cfac9d23f3cf04466302,404d080529b307ebad7edd2afcd4da701715b9dea54490ee852e72a03b30a277,84897ac441b355029ec0fced4ec2bef213b1a7600fd68abcab2725ecb7848301,bb85251ea9cf7bfcbe98f140a5f3a1395ee3f3a7810ccb154c1b041bcf40a614,577e06239809528a2ca07b63eab67e485f646d27,False,6008b0ac47fbb6d51319591ff23264b5e861b8c0a798942b2cacf3f796f9d2d1,f2bb53d743dd2219bbb7807d43018f323b8a47fe379a80aa8f8e144bd890f0aa,84897ac441b355029ec0fced4ec2bef213b1a7600fd68abcab2725ecb7848301,b8e947e6d09cee55e5b662da46fe8b44f64525e88b8867a5b27620491a12f769,a9bb3312833a36bb280007a59df32aa838393c80,False,482,2405,43696688,482,2353,29060863
