case_id,circuit,trojan,z3_status,dac_status,transition,both_pass,z3_runtime_ms,dac_runtime_ms,z3_wall_ms,dac_wall_ms,golden_aig_nodes,golden_aig_levels,trojan_aig_nodes,trojan_aig_levels,z3_aig_nodes,z3_aig_levels,dac_aig_nodes,dac_aig_levels,z3_delta_nodes_vs_trojan,dac_delta_nodes_vs_trojan,z3_delta_levels_vs_trojan,dac_delta_levels_vs_trojan,z3_minus_dac_nodes,z3_minus_dac_levels,node_winner,level_winner,dac_target_count,dac_patch_inputs,dac_runeco_added_gates,z3_effective_rules,z3_effective_literals,z3_effective_depth,z3_cec_replay,dac_cec_replay
c5315_trojan13,c5315,c5315_trojan13,PASS,PASS,both_pass,1,6514.35,4796.12,6642.504447954707,4853.706289082766,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan14,c5315,c5315_trojan14,PASS,PASS,both_pass,1,29033.0,4005.99,29392.51483406406,4066.840226063505,1773,38,1778,44,1773,38,1773,38,-5,-5,-6,-6,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan15,c5315,c5315_trojan15,PASS,PASS,both_pass,1,6044.38,4007.65,6186.102621955797,4068.2308020768687,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,3,1,1,1,1,1,1
c5315_trojan16,c5315,c5315_trojan16,PASS,PASS,both_pass,1,99586.4,4167.93,99800.71729409974,4217.775544966571,1773,38,1778,42,1773,38,1773,38,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan17,c5315,c5315_trojan17,PASS,PASS,both_pass,1,635.04,3949.08,771.1362260160968,4018.8232990913093,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,3,1,1,1,1,1,1
c5315_trojan18,c5315,c5315_trojan18,PASS,PASS,both_pass,1,89346.5,4047.71,89505.31849893741,4122.002777992748,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan19,c5315,c5315_trojan19,PASS,PASS,both_pass,1,8731.94,4678.1,8852.063655038364,4735.761350952089,1773,38,1778,41,1773,38,1773,38,-5,-5,-3,-3,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan2,c5315,c5315_trojan2,PASS,PASS,both_pass,1,145238.0,4980.93,145466.2921060808,5049.5998410042375,1773,38,1778,40,1773,38,1773,38,-5,-5,-2,-2,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan20,c5315,c5315_trojan20,PASS,PASS,both_pass,1,38328.5,4447.97,38508.85227404069,4517.281144042499,1773,38,1778,42,1773,38,1773,38,-5,-5,-4,-4,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan21,c5315,c5315_trojan21,PASS,PASS,both_pass,1,200046.0,4668.85,201095.69043898955,4719.675522996113,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan22,c5315,c5315_trojan22,PASS,PASS,both_pass,1,13054.4,4659.47,13206.132375984453,4720.365241984837,1773,38,1778,42,1773,38,1773,38,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan23,c5315,c5315_trojan23,PASS,PASS,both_pass,1,152917.0,5013.14,153181.17232702207,5089.679009048268,1773,38,1778,42,1773,38,1773,38,-5,-5,-4,-4,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan24,c5315,c5315_trojan24,TIMEOUT,PASS,gain,0,,4108.57,300585.34071501344,4183.665991062298,1773,38,1778,41,,,1773,38,,-5,,-3,,,,,1,1,1,119,713,11,,1
c5315_trojan25,c5315,c5315_trojan25,PASS,PASS,both_pass,1,9489.0,3984.86,9651.31972101517,4070.416236994788,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan26,c5315,c5315_trojan26,PASS,PASS,both_pass,1,569.455,3599.57,667.4049650318921,3667.0307849999517,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan27,c5315,c5315_trojan27,PASS,PASS,both_pass,1,26496.5,3815.43,26745.309334015474,3866.195795009844,1773,38,1778,44,1773,38,1773,38,-5,-5,-6,-6,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan28,c5315,c5315_trojan28,PASS,PASS,both_pass,1,481.385,4086.47,618.9802710432559,4167.741218931042,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan29,c5315,c5315_trojan29,PASS,PASS,both_pass,1,26510.4,4175.07,26695.986825041473,4272.743724053726,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan3,c5315,c5315_trojan3,PASS,PASS,both_pass,1,4191.75,4565.81,4333.310886053368,4619.404857046902,1773,38,1778,41,1773,38,1773,38,-5,-5,-3,-3,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan30,c5315,c5315_trojan30,PASS,PASS,both_pass,1,9463.52,4561.04,9603.659067070112,4617.480230983347,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,3,1,1,1,1,1,1
c5315_trojan31,c5315,c5315_trojan31,PASS,PASS,both_pass,1,280433.0,5223.65,280882.12507404387,5322.257944033481,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan32,c5315,c5315_trojan32,PASS,PASS,both_pass,1,6101.94,4910.09,6239.159440039657,4969.004036043771,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan33,c5315,c5315_trojan33,PASS,PASS,both_pass,1,9974.21,4446.58,10143.99479306303,4519.43918003235,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan34,c5315,c5315_trojan34,PASS,PASS,both_pass,1,606.257,3709.16,715.1625140104443,3768.370334059,1773,38,1780,51,1778,50,1773,38,-2,-7,-1,-13,5,12,dac25-inspired,dac25-inspired,1,0,1,1,1,1,1,1
c5315_trojan35,c5315,c5315_trojan35,PASS,PASS,both_pass,1,7660.43,4227.93,7800.958915031515,4323.086541029625,1773,38,1778,42,1773,38,1773,38,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan36,c5315,c5315_trojan36,PASS,PASS,both_pass,1,6077.89,4017.54,6241.772974026389,4069.8424460133538,1773,38,1779,54,1773,38,1773,38,-6,-6,-16,-16,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan37,c5315,c5315_trojan37,PASS,PASS,both_pass,1,138669.0,4710.23,138930.01806398388,4768.653429928236,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan38,c5315,c5315_trojan38,PASS,PASS,both_pass,1,248199.0,4358.65,248524.85103195067,4417.001803056337,1773,38,1778,40,1773,38,1773,38,-5,-5,-2,-2,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan39,c5315,c5315_trojan39,PASS,PASS,both_pass,1,8286.87,4611.2,8452.414303086698,4669.11306406837,1773,38,1778,41,1773,38,1773,38,-5,-5,-3,-3,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan4,c5315,c5315_trojan4,PASS,PASS,both_pass,1,13572.0,4030.04,13776.03284700308,4121.854704921134,1773,38,1778,42,1773,38,1773,38,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan40,c5315,c5315_trojan40,PASS,PASS,both_pass,1,83175.7,4938.67,83352.00344596524,5020.2164639486,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan41,c5315,c5315_trojan41,PASS,PASS,both_pass,1,10467.1,4185.22,10656.420778948814,4273.517390014604,1773,38,1780,49,1773,38,1773,38,-7,-7,-11,-11,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan42,c5315,c5315_trojan42,PASS,PASS,both_pass,1,523.051,4118.99,620.0739780906588,4219.108798075467,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,3,1,1,1,1,1,1
c5315_trojan43,c5315,c5315_trojan43,PASS,PASS,both_pass,1,154124.0,4508.6,154371.17472698446,4568.2789189741015,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan44,c5315,c5315_trojan44,PASS,PASS,both_pass,1,10999.8,4870.1,11143.527529900894,4921.103279921226,1773,38,1780,54,1773,38,1773,38,-7,-7,-16,-16,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan45,c5315,c5315_trojan45,PASS,PASS,both_pass,1,689.31,3931.81,814.2001780215651,4019.6566210361198,1773,38,1780,53,1778,52,1773,38,-2,-7,-1,-15,5,14,dac25-inspired,dac25-inspired,1,0,1,1,1,1,1,1
c5315_trojan46,c5315,c5315_trojan46,PASS,PASS,both_pass,1,3362.82,4344.06,3481.2044019345194,4419.018116896041,1773,38,1778,41,1773,38,1773,38,-5,-5,-3,-3,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan47,c5315,c5315_trojan47,PASS,PASS,both_pass,1,6597.05,3930.97,6745.487364940345,4024.8719970695674,1773,38,1778,44,1773,38,1773,38,-5,-5,-6,-6,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan48,c5315,c5315_trojan48,PASS,PASS,both_pass,1,257550.0,4568.75,258016.54544007033,4620.194550021552,1773,38,1778,44,1773,38,1773,38,-5,-5,-6,-6,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan49,c5315,c5315_trojan49,PASS,PASS,both_pass,1,22702.3,4443.5,22818.111237022094,4520.434146979824,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,1,1,1,1,1,1,1
c5315_trojan5,c5315,c5315_trojan5,PASS,PASS,both_pass,1,9106.72,3935.94,9247.898668982089,4020.351762068458,1773,38,1778,44,1773,38,1773,38,-5,-5,-6,-6,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan50,c5315,c5315_trojan50,PASS,PASS,both_pass,1,14481.9,8939.76,14831.510383053683,9113.913379027508,1773,38,1356,35,1350,29,1350,29,-6,-6,-6,-6,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan51,c5315,c5315_trojan51,PASS,PASS,both_pass,1,34680.0,6801.8,35250.09348394815,6959.333256003447,1773,38,1346,29,1339,29,1339,29,-7,-7,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan52,c5315,c5315_trojan52,PASS,PASS,both_pass,1,157896.0,5944.44,158179.76446205284,6110.698434989899,1773,38,1345,32,1337,31,1337,31,-8,-8,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan53,c5315,c5315_trojan53,PASS,PASS,both_pass,1,6133.34,8202.97,6313.543815980665,8361.91398394294,1773,38,1360,33,1355,31,1355,31,-5,-5,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan54,c5315,c5315_trojan54,PASS,PASS,both_pass,1,12956.7,4920.1,13253.184355911799,5053.50958998315,1773,38,1339,33,1333,31,1333,31,-6,-6,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan55,c5315,c5315_trojan55,PASS,PASS,both_pass,1,31132.2,12432.6,31349.867727956735,12620.908793993294,1773,38,1356,33,1351,31,1351,31,-5,-5,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan56,c5315,c5315_trojan56,PASS,PASS,both_pass,1,9031.65,15632.7,9276.750951074064,15768.8692699885,1773,38,1346,34,1339,31,1347,36,-7,1,-3,2,-8,-5,z3-pb-formal,z3-pb-formal,1,4,6,1,1,1,1,1
c5315_trojan57,c5315,c5315_trojan57,PASS,PASS,both_pass,1,8248.63,11860.4,8475.135809974745,12017.114575952291,1773,38,1358,35,1353,29,1353,29,-5,-5,-6,-6,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan58,c5315,c5315_trojan58,PASS,PASS,both_pass,1,10266.9,10376.4,10533.911293954588,10513.330923975445,1773,38,1346,29,1338,29,1338,29,-8,-8,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan59,c5315,c5315_trojan59,PASS,PASS,both_pass,1,610.75,9604.14,808.1922580022365,9759.309345972724,1773,38,1348,33,1346,29,1349,41,-2,1,-4,8,-3,-12,z3-pb-formal,z3-pb-formal,1,2,1,1,1,1,1,1
c5315_trojan6,c5315,c5315_trojan6,PASS,PASS,both_pass,1,11038.7,4588.05,11206.835433025844,4671.774843940511,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan60,c5315,c5315_trojan60,PASS,PASS,both_pass,1,22707.6,10123.2,23138.33843707107,10260.997658013366,1773,38,1353,34,1346,29,1346,29,-7,-7,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan61,c5315,c5315_trojan61,PASS,PASS,both_pass,1,11061.5,9141.21,11297.275198972784,9312.979380018078,1773,38,1348,33,1342,31,1342,31,-6,-6,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan62,c5315,c5315_trojan62,PASS,PASS,both_pass,1,13828.1,5654.89,14203.996455995366,5806.379990885034,1773,38,1346,30,1338,30,1338,30,-8,-8,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan63,c5315,c5315_trojan63,PASS,PASS,both_pass,1,7183.74,10569.3,7425.716713070869,10712.294389959425,1773,38,1348,34,1342,29,1342,29,-6,-6,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan64,c5315,c5315_trojan64,PASS,PASS,both_pass,1,20934.6,14462.5,21383.97197390441,14622.364012990147,1773,38,1358,34,1353,29,1359,34,-5,1,-5,0,-6,-5,z3-pb-formal,z3-pb-formal,1,2,2,1,1,1,1,1
c5315_trojan65,c5315,c5315_trojan65,PASS,PASS,both_pass,1,5767.58,6786.31,5962.463648989797,6962.20106293913,1773,38,1343,29,1338,29,1338,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan66,c5315,c5315_trojan66,PASS,PASS,both_pass,1,115196.0,10977.2,115573.32575100008,11118.945128051564,1773,38,1341,33,1336,31,1342,33,-5,1,-2,0,-6,-2,z3-pb-formal,z3-pb-formal,1,2,1,1,1,1,1,1
c5315_trojan67,c5315,c5315_trojan67,PASS,PASS,both_pass,1,888.474,5505.28,1107.4865420814604,5656.92656300962,1773,38,1348,29,1343,29,1343,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan68,c5315,c5315_trojan68,PASS,PASS,both_pass,1,30718.4,8475.74,30981.76733998116,8623.959260061383,1773,38,1344,29,1336,29,1336,29,-8,-8,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan69,c5315,c5315_trojan69,PASS,PASS,both_pass,1,7761.17,16221.8,7973.785397945903,16370.641571003944,1773,38,1344,32,1337,29,1337,29,-7,-7,-3,-3,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan7,c5315,c5315_trojan7,PASS,PASS,both_pass,1,7870.0,4389.86,7998.2247720472515,4468.820646987297,1773,38,1779,53,1773,38,1773,38,-6,-6,-15,-15,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan70,c5315,c5315_trojan70,PASS,PASS,both_pass,1,196233.0,12920.5,196739.8268270772,13068.719994043931,1773,38,1345,34,1340,29,1340,29,-5,-5,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan71,c5315,c5315_trojan71,PASS,PASS,both_pass,1,212668.0,9026.32,213786.0304149799,9161.82464105077,1773,38,1344,29,1337,29,1337,29,-7,-7,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan72,c5315,c5315_trojan72,PASS,PASS,both_pass,1,15245.8,7407.81,15505.969782010652,7557.689229957759,1773,38,1343,31,1337,30,1337,30,-6,-6,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan73,c5315,c5315_trojan73,PASS,PASS,both_pass,1,157496.0,12721.7,157856.70746990945,12881.29960000515,1773,38,1345,34,1339,29,1339,29,-6,-6,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan74,c5315,c5315_trojan74,PASS,PASS,both_pass,1,164073.0,16032.8,164534.810315934,16173.71175903827,1773,38,1342,33,1335,31,1335,31,-7,-7,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan75,c5315,c5315_trojan75,PASS,PASS,both_pass,1,8325.24,6362.76,8516.333790961653,6506.386650027707,1773,38,1345,29,1338,29,1338,29,-7,-7,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan76,c5315,c5315_trojan76,PASS,NO_PATCH,regression,0,640.036,30107.5,850.5370339844376,30129.619547980838,1773,38,1348,29,1343,29,,,-5,,0,,,,,,,,,1,1,1,1,
c5315_trojan77,c5315,c5315_trojan77,PASS,PASS,both_pass,1,14503.1,9819.2,14856.203460949473,9962.892477982678,1773,38,1346,33,1340,29,1340,29,-6,-6,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan78,c5315,c5315_trojan78,PASS,NO_PATCH,regression,0,42916.8,30095.7,43224.446071079,30127.050508046523,1773,38,1339,29,1335,29,,,-4,,0,,,,,,,,,1,1,1,1,
c5315_trojan79,c5315,c5315_trojan79,PASS,PASS,both_pass,1,17324.2,9818.55,17582.613479928114,9958.2653749967,1773,38,1358,34,1352,29,1352,29,-6,-6,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan8,c5315,c5315_trojan8,PASS,PASS,both_pass,1,10872.9,3607.1,11074.075042037293,3667.1399989863858,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,3,1,1,1,1,1,1
c5315_trojan80,c5315,c5315_trojan80,PASS,PASS,both_pass,1,12177.0,7046.17,12445.802215952426,7205.982732004486,1773,38,1343,29,1338,29,1338,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan81,c5315,c5315_trojan81,TIMEOUT,PASS,gain,0,,8411.98,300795.4302979633,8558.669880963862,1773,38,1354,34,,,1348,29,,-6,,-5,,,,,1,0,1,1,1,1,,1
c5315_trojan82,c5315,c5315_trojan82,PASS,PASS,both_pass,1,9036.06,14619.3,9376.638482091948,14770.120008965023,1773,38,1343,30,1338,29,1338,29,-5,-5,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan83,c5315,c5315_trojan83,PASS,PASS,both_pass,1,685.968,10146.2,903.6130639724433,10313.656643033028,1773,38,1349,34,1344,30,1344,30,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan84,c5315,c5315_trojan84,PASS,PASS,both_pass,1,717.631,8497.85,906.9488600362092,8658.448024070822,1773,38,1344,31,1338,31,1338,31,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan85,c5315,c5315_trojan85,PASS,PASS,both_pass,1,11247.4,7833.52,11482.024539960548,8007.488662027754,1773,38,1339,32,1333,31,1333,31,-6,-6,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan86,c5315,c5315_trojan86,PASS,PASS,both_pass,1,3518.22,9511.18,3718.5794920660555,9659.843332017772,1773,38,1364,34,1361,29,1365,42,-3,1,-5,8,-4,-13,z3-pb-formal,z3-pb-formal,1,2,1,1,1,1,1,1
c5315_trojan87,c5315,c5315_trojan87,PASS,PASS,both_pass,1,137605.0,12154.9,137921.8889650656,12317.886513075791,1773,38,1353,34,1348,31,1348,31,-5,-5,-3,-3,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan88,c5315,c5315_trojan88,PASS,PASS,both_pass,1,288823.0,7260.35,289193.6180620687,7406.909674988128,1773,38,1343,32,1337,30,1337,30,-6,-6,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan89,c5315,c5315_trojan89,PASS,NO_PATCH,regression,0,10777.3,30082.9,11029.037410975434,30129.904565983452,1773,38,1346,28,1340,28,,,-6,,0,,,,,,,,,1,1,1,1,
c5315_trojan9,c5315,c5315_trojan9,PASS,PASS,both_pass,1,572.819,4052.25,716.5895359357819,4117.294523050077,1773,38,1779,53,1773,38,1773,38,-6,-6,-15,-15,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan90,c5315,c5315_trojan90,PASS,PASS,both_pass,1,89829.7,9629.51,90171.11173493322,9809.055494959466,1773,38,1349,33,1344,29,1344,29,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan91,c5315,c5315_trojan91,PASS,PASS,both_pass,1,10563.8,6174.9,10783.361263922416,6354.6190820634365,1773,38,1345,31,1339,30,1339,30,-6,-6,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan92,c5315,c5315_trojan92,PASS,PASS,both_pass,1,653.397,9233.36,863.0224469816312,9414.925898076035,1773,38,1343,29,1337,29,1337,29,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan93,c5315,c5315_trojan93,PASS,PASS,both_pass,1,139491.0,12958.8,140013.6746170465,13117.753723985516,1773,38,1354,34,1349,29,1349,29,-5,-5,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan94,c5315,c5315_trojan94,PASS,PASS,both_pass,1,13438.2,7485.72,13680.905646993779,7656.58033604268,1773,38,1353,35,1347,31,1347,31,-6,-6,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan95,c5315,c5315_trojan95,PASS,PASS,both_pass,1,786.363,7206.49,1001.0770770022646,7358.45356201753,1773,38,1347,36,1345,35,1342,29,-2,-5,-1,-7,3,6,dac25-inspired,dac25-inspired,1,0,1,1,1,1,1,1
c5315_trojan96,c5315,c5315_trojan96,PASS,PASS,both_pass,1,3709.62,11730.8,3910.0721100112423,11866.787561913952,1773,38,1337,31,1332,31,1332,31,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan97,c5315,c5315_trojan97,PASS,PASS,both_pass,1,7274.53,12592.2,7479.409283958375,12770.192099967971,1773,38,1347,33,1342,31,1342,31,-5,-5,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan98,c5315,c5315_trojan98,PASS,PASS,both_pass,1,185976.0,14207.6,186362.53942898475,14368.103460059501,1773,38,1371,35,1366,30,1372,35,-5,1,-5,0,-6,-5,z3-pb-formal,z3-pb-formal,1,2,1,1,1,1,1,1
c5315_trojan99,c5315,c5315_trojan99,PASS,PASS,both_pass,1,11514.8,11699.7,11703.113597002812,11868.939283071086,1773,38,1345,33,1340,29,1340,29,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c6288_trojan0,c6288,c6288_trojan0,PASS,NO_PATCH,regression,0,7262.88,30033.2,7388.723197975196,30080.432304064743,2337,120,2342,162,2337,120,,,-5,,-42,,,,,,,,,1,1,1,1,
c7552_trojan0,c7552,c7552_trojan0,PASS,PASS,both_pass,1,7587.48,7340.07,7700.965544907376,7426.650320063345,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan1,c7552,c7552_trojan1,PASS,PASS,both_pass,1,5374.72,6681.3,5480.346683994867,6778.112987987697,2074,29,2079,33,2074,29,2074,29,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan11,c7552,c7552_trojan11,PASS,PASS,both_pass,1,2246.4,6661.86,2381.631548050791,6723.760180990212,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan12,c7552,c7552_trojan12,PASS,PASS,both_pass,1,9211.52,6739.79,9367.36612697132,6825.7037290604785,2074,29,2079,33,2074,29,2074,29,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan13,c7552,c7552_trojan13,PASS,PASS,both_pass,1,1263.04,6583.85,1366.7301909299567,6675.169967929833,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan15,c7552,c7552_trojan15,PASS,PASS,both_pass,1,1373.77,6507.23,1476.029185927473,6573.133142082952,2074,29,2079,31,2074,29,2074,29,-5,-5,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan16,c7552,c7552_trojan16,PASS,PASS,both_pass,1,2285.76,7020.27,2378.185349982232,7076.022930094041,2074,29,2079,31,2074,29,2074,29,-5,-5,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan17,c7552,c7552_trojan17,PASS,PASS,both_pass,1,2180.53,6236.98,2278.315068106167,6325.258850934915,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan18,c7552,c7552_trojan18,PASS,PASS,both_pass,1,3669.43,7483.47,3782.2274030186236,7577.0195700461045,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan19,c7552,c7552_trojan19,PASS,PASS,both_pass,1,13385.1,7137.23,13595.275704050437,7226.871432969347,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan2,c7552,c7552_trojan2,PASS,PASS,both_pass,1,675.334,6340.68,767.2927780076861,6425.166642060503,2074,29,2079,37,2074,29,2074,29,-5,-5,-8,-8,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan20,c7552,c7552_trojan20,PASS,PASS,both_pass,1,4507.83,6188.14,4638.461547088809,6274.280381971039,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan21,c7552,c7552_trojan21,PASS,PASS,both_pass,1,9298.4,7220.89,9472.045183065347,7274.356257985346,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan22,c7552,c7552_trojan22,PASS,PASS,both_pass,1,2296.67,6607.42,2429.607204045169,6673.52591897361,2074,29,2079,31,2074,29,2074,29,-5,-5,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan23,c7552,c7552_trojan23,PASS,PASS,both_pass,1,5389.11,7644.23,5530.011459020898,7727.2274100687355,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan25,c7552,c7552_trojan25,PASS,PASS,both_pass,1,4459.16,6930.85,4593.698301934637,7029.967898968607,2074,29,2079,34,2074,29,2074,29,-5,-5,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c7552_trojan26,c7552,c7552_trojan26,PASS,PASS,both_pass,1,656.289,7157.23,769.1619109828025,7223.534221993759,2074,29,2079,29,2074,29,2074,29,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
