case_id,circuit,trojan,z3_status,dac_status,transition,both_pass,z3_runtime_ms,dac_runtime_ms,z3_wall_ms,dac_wall_ms,golden_aig_nodes,golden_aig_levels,trojan_aig_nodes,trojan_aig_levels,z3_aig_nodes,z3_aig_levels,dac_aig_nodes,dac_aig_levels,z3_delta_nodes_vs_trojan,dac_delta_nodes_vs_trojan,z3_delta_levels_vs_trojan,dac_delta_levels_vs_trojan,z3_minus_dac_nodes,z3_minus_dac_levels,node_winner,level_winner,dac_target_count,dac_patch_inputs,dac_runeco_added_gates,z3_effective_rules,z3_effective_literals,z3_effective_depth,z3_cec_replay,dac_cec_replay
c2670_trojan92,c2670,c2670_trojan92,PASS,PASS,both_pass,1,869.902,3336.61,996.6180300107226,3448.756437981501,717,21,597,23,582,19,582,19,-15,-15,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c2670_trojan93,c2670,c2670_trojan93,PASS,PASS,both_pass,1,647.84,4624.75,793.403789983131,4723.634032998234,717,21,597,19,582,18,582,18,-15,-15,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c2670_trojan94,c2670,c2670_trojan94,PASS,PASS,both_pass,1,669.674,5243.97,793.8319020904601,5371.791408048011,717,21,598,19,583,17,583,17,-15,-15,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c2670_trojan95,c2670,c2670_trojan95,PASS,PASS,both_pass,1,573.924,5005.67,744.3749629892409,5100.88502697181,717,21,598,19,583,17,583,17,-15,-15,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c2670_trojan96,c2670,c2670_trojan96,PASS,PASS,both_pass,1,1221.99,3110.98,1347.18697599601,3196.630659047514,717,21,598,23,583,19,583,19,-15,-15,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c2670_trojan97,c2670,c2670_trojan97,PASS,PASS,both_pass,1,797.235,3261.62,948.5620129853487,3345.1195030938834,717,21,600,23,584,19,584,19,-16,-16,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c2670_trojan98,c2670,c2670_trojan98,PASS,PASS,both_pass,1,982.508,4195.86,1145.2433010563254,4300.920662935823,717,21,597,19,581,18,581,18,-16,-16,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c2670_trojan99,c2670,c2670_trojan99,PASS,PASS,both_pass,1,865.261,8771.94,1002.2959150373936,8864.975264994428,717,21,597,19,582,17,582,17,-15,-15,-2,-2,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan0,c3540,c3540_trojan0,PASS,PASS,both_pass,1,4690.69,8563.32,4827.4817620404065,8623.469849932007,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan1,c3540,c3540_trojan1,PASS,PASS,both_pass,1,2078.97,6253.24,2217.189508024603,6324.980503995903,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan10,c3540,c3540_trojan10,PASS,PASS,both_pass,1,2890.02,7392.3,3021.5988549171016,7478.271742002107,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan11,c3540,c3540_trojan11,PASS,PASS,both_pass,1,6239.25,6126.78,6388.072989997454,6225.185187999159,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan12,c3540,c3540_trojan12,PASS,PASS,both_pass,1,997.412,7279.53,1126.4883080730215,7364.846427924931,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan13,c3540,c3540_trojan13,PASS,PASS,both_pass,1,851.987,7122.59,966.235407977365,7180.136856040917,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan14,c3540,c3540_trojan14,PASS,PASS,both_pass,1,2239.46,8501.63,2367.704865988344,8570.418518036604,1038,41,1042,41,1038,41,1038,41,-4,-4,0,0,0,0,tie,tie,1,1,1,1,1,1,1,1
c3540_trojan15,c3540,c3540_trojan15,PASS,PASS,both_pass,1,2277.58,6850.14,2424.493509926833,6920.3990889946,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan16,c3540,c3540_trojan16,PASS,PASS,both_pass,1,741.766,6322.98,867.9377309745178,6391.6746960021555,1038,41,1043,44,1038,41,1038,41,-5,-5,-3,-3,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan17,c3540,c3540_trojan17,PASS,PASS,both_pass,1,5498.56,6730.61,5630.486121983267,6794.950759969652,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan18,c3540,c3540_trojan18,PASS,PASS,both_pass,1,4471.85,7345.29,4623.097446979955,7423.536103917286,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan19,c3540,c3540_trojan19,PASS,PASS,both_pass,1,621.195,5202.72,711.8589140009135,5267.709300038405,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan2,c3540,c3540_trojan2,PASS,PASS,both_pass,1,6513.93,7045.49,6682.647557929158,7123.136651003733,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan20,c3540,c3540_trojan20,PASS,PASS,both_pass,1,2227.72,5887.66,2320.040418067947,5972.111718030646,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan21,c3540,c3540_trojan21,PASS,PASS,both_pass,1,2785.21,6754.56,2916.1734889494255,6827.866284060292,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan22,c3540,c3540_trojan22,PASS,PASS,both_pass,1,2079.97,6332.8,2168.7774980673566,6423.70856704656,1038,41,1043,42,1038,41,1038,41,-5,-5,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan23,c3540,c3540_trojan23,PASS,PASS,both_pass,1,2189.49,9435.35,2317.6126409089193,9527.118127909489,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,1,1,1,1,1,1,1
c3540_trojan24,c3540,c3540_trojan24,PASS,PASS,both_pass,1,3569.18,5071.31,3671.5381121030077,5168.098553083837,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan25,c3540,c3540_trojan25,PASS,PASS,both_pass,1,603.049,7090.35,715.537212905474,7174.515594029799,1038,41,1043,42,1038,41,1038,41,-5,-5,-1,-1,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan26,c3540,c3540_trojan26,PASS,PASS,both_pass,1,838.93,7636.48,967.1318620676175,7726.2381908949465,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan27,c3540,c3540_trojan27,PASS,PASS,both_pass,1,1544.37,7991.37,1666.7979549383745,8074.212769977748,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,1,1,1,1,1,1,1
c3540_trojan28,c3540,c3540_trojan28,PASS,PASS,both_pass,1,1919.91,6633.4,2021.9230139628053,6723.6438220134005,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan29,c3540,c3540_trojan29,PASS,PASS,both_pass,1,729.021,8964.99,814.9146580835804,9025.5411620019,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan3,c3540,c3540_trojan3,PASS,PASS,both_pass,1,2017.23,6683.63,2166.7415209813043,6772.106081945822,1038,41,1043,45,1038,41,1038,41,-5,-5,-4,-4,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan30,c3540,c3540_trojan30,PASS,PASS,both_pass,1,1739.08,7133.69,1866.3626089692116,7224.349444033578,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan31,c3540,c3540_trojan31,PASS,PASS,both_pass,1,2626.78,5970.5,2730.5122860707343,6022.931645973586,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan32,c3540,c3540_trojan32,PASS,PASS,both_pass,1,2011.93,7363.41,2114.871579920873,7421.9117449829355,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan33,c3540,c3540_trojan33,PASS,PASS,both_pass,1,826.74,6713.44,913.5792260058224,6768.954723025672,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan34,c3540,c3540_trojan34,PASS,PASS,both_pass,1,1083.5,6870.14,1214.4704479724169,6922.87623102311,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan35,c3540,c3540_trojan35,PASS,PASS,both_pass,1,4584.76,6877.02,4729.611012036912,6978.035718901083,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan36,c3540,c3540_trojan36,PASS,PASS,both_pass,1,7159.26,6854.01,7330.945785040967,6920.071353088133,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan37,c3540,c3540_trojan37,PASS,PASS,both_pass,1,1271.64,6522.44,1369.7272869758308,6573.064771015197,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan38,c3540,c3540_trojan38,PASS,PASS,both_pass,1,672.625,7385.51,760.4775470681489,7474.013074068353,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan39,c3540,c3540_trojan39,PASS,PASS,both_pass,1,1796.32,6212.01,1923.5827330267057,6272.920401999727,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan4,c3540,c3540_trojan4,PASS,PASS,both_pass,1,2505.35,5964.41,2622.6945160888135,6019.63280106429,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan40,c3540,c3540_trojan40,PASS,PASS,both_pass,1,9436.45,8347.25,9589.243611088023,8424.417696078308,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan41,c3540,c3540_trojan41,PASS,PASS,both_pass,1,853.983,10464.7,977.6758400257677,10527.633683988824,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan42,c3540,c3540_trojan42,PASS,PASS,both_pass,1,5804.71,5191.8,5932.267238036729,5268.657589098439,1038,41,1041,41,1044,41,1038,41,3,-3,0,0,6,0,dac25-inspired,tie,1,0,1,1,1,1,1,1
c3540_trojan43,c3540,c3540_trojan43,PASS,PASS,both_pass,1,2143.06,5738.69,2272.488243994303,5820.162749965675,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan44,c3540,c3540_trojan44,PASS,PASS,both_pass,1,1026.45,8393.61,1166.6935819666833,8473.007092019543,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan45,c3540,c3540_trojan45,PASS,PASS,both_pass,1,3893.36,5992.01,4034.404444973916,6071.64036296308,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan46,c3540,c3540_trojan46,PASS,PASS,both_pass,1,1932.78,4418.82,2068.686057929881,4517.759819980711,1038,41,1042,41,1048,41,1038,41,6,-4,0,0,10,0,dac25-inspired,tie,1,0,1,1,1,1,1,1
c3540_trojan47,c3540,c3540_trojan47,PASS,PASS,both_pass,1,2861.86,6621.03,2980.0001019611955,6670.938413939439,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan48,c3540,c3540_trojan48,PASS,PASS,both_pass,1,1611.01,5706.97,1728.379733976908,5768.827773979865,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan49,c3540,c3540_trojan49,PASS,PASS,both_pass,1,1766.89,9223.49,1863.8295290293172,9274.154250975698,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan5,c3540,c3540_trojan5,PASS,PASS,both_pass,1,6324.52,5586.28,6479.10607594531,5673.583226045594,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan50,c3540,c3540_trojan50,PASS,PASS,both_pass,1,3695.92,44659.2,3906.704948982224,44818.48313403316,1038,41,953,33,949,33,949,33,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan51,c3540,c3540_trojan51,PASS,PASS,both_pass,1,4236.03,29267.5,4456.028235028498,29407.398684998043,1038,41,953,33,947,33,949,35,-6,-4,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan52,c3540,c3540_trojan52,PASS,PASS,both_pass,1,17665.2,49473.9,17956.24220999889,49639.53083695378,1038,41,954,33,947,33,954,33,-7,0,0,0,-7,0,z3-pb-formal,tie,1,2,1,1,1,1,1,1
c3540_trojan53,c3540,c3540_trojan53,PASS,PASS,both_pass,1,3590.54,26020.6,3800.979118095711,26188.319789012894,1038,41,953,31,947,31,947,31,-6,-6,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan54,c3540,c3540_trojan54,PASS,PASS,both_pass,1,7260.71,50560.9,7466.189960949123,50722.35095896758,1038,41,954,33,947,33,949,35,-7,-5,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan55,c3540,c3540_trojan55,PASS,PASS,both_pass,1,12330.1,37428.7,12581.387454993092,37606.171491905116,1038,41,954,33,947,33,947,33,-7,-7,0,0,0,0,tie,tie,1,3,2,1,1,1,1,1
c3540_trojan56,c3540,c3540_trojan56,PASS,PASS,both_pass,1,2158.57,26244.7,2350.099978968501,26387.221813900396,1038,41,953,33,948,33,948,33,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan57,c3540,c3540_trojan57,PASS,PASS,both_pass,1,2131.36,28523.3,2349.634603015147,28699.841925990768,1038,41,953,33,947,33,947,33,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan58,c3540,c3540_trojan58,PASS,PASS,both_pass,1,2918.15,46203.6,3105.186230968684,46374.45619702339,1038,41,953,33,947,33,947,33,-6,-6,0,0,0,0,tie,tie,1,3,2,1,1,1,1,1
c3540_trojan59,c3540,c3540_trojan59,PASS,PASS,both_pass,1,3230.96,33216.6,3454.460824956186,33401.11761598382,1038,41,953,33,947,33,947,33,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan6,c3540,c3540_trojan6,PASS,PASS,both_pass,1,683.108,6037.97,830.3570830030367,6323.915443033911,1038,41,1042,41,1038,41,1038,41,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan60,c3540,c3540_trojan60,PASS,PASS,both_pass,1,4316.13,77834.9,4509.962511016056,77982.22136299592,1038,41,954,33,948,33,955,33,-6,1,0,0,-7,0,z3-pb-formal,tie,1,2,2,1,1,1,1,1
c3540_trojan61,c3540,c3540_trojan61,PASS,PASS,both_pass,1,13831.7,47719.7,14084.881969029084,47875.639987993054,1038,41,954,33,947,33,949,35,-7,-5,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan62,c3540,c3540_trojan62,PASS,PASS,both_pass,1,1829.53,44367.2,2050.528763909824,44516.4715439314,1038,41,953,33,948,33,956,35,-5,3,0,2,-8,-2,z3-pb-formal,z3-pb-formal,1,2,1,1,1,1,1,1
c3540_trojan63,c3540,c3540_trojan63,PASS,PASS,both_pass,1,2729.38,36173.0,2908.5325399646536,36303.31626802217,1038,41,954,33,948,33,948,33,-6,-6,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan64,c3540,c3540_trojan64,PASS,PASS,both_pass,1,3234.23,43545.8,3456.297571072355,43713.953822967596,1038,41,953,33,947,33,947,33,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan65,c3540,c3540_trojan65,PASS,PASS,both_pass,1,5336.54,52532.6,5565.9216900821775,52687.273825053126,1038,41,954,33,949,33,953,33,-5,-1,0,0,-4,0,z3-pb-formal,tie,1,3,3,1,1,1,1,1
c3540_trojan66,c3540,c3540_trojan66,PASS,PASS,both_pass,1,7337.75,26439.0,7566.321911057457,26594.263309030794,1038,41,954,31,947,31,947,31,-7,-7,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan67,c3540,c3540_trojan67,PASS,PASS,both_pass,1,10934.0,46811.0,11180.60596997384,46983.801809023134,1038,41,954,33,948,33,948,33,-6,-6,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan68,c3540,c3540_trojan68,PASS,PASS,both_pass,1,15595.3,47031.7,15859.925842029043,47184.500853996724,1038,41,954,33,947,33,947,33,-7,-7,0,0,0,0,tie,tie,1,3,2,1,1,1,1,1
c3540_trojan69,c3540,c3540_trojan69,PASS,PASS,both_pass,1,1268.42,71867.3,1454.2508280137554,72196.65644608904,1038,41,954,33,949,33,949,33,-5,-5,0,0,0,0,tie,tie,1,3,2,1,1,1,1,1
c3540_trojan7,c3540,c3540_trojan7,PASS,PASS,both_pass,1,1536.23,7952.63,1672.6742699975148,8034.8000570666045,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,1,1,1,1,1,1,1
c3540_trojan70,c3540,c3540_trojan70,PASS,PASS,both_pass,1,2840.08,52655.4,3015.207475051284,52799.449265003204,1038,41,953,33,949,33,953,33,-4,0,0,0,-4,0,z3-pb-formal,tie,1,2,1,1,1,1,1,1
c3540_trojan71,c3540,c3540_trojan71,PASS,PASS,both_pass,1,2605.27,93484.7,2806.118100997992,93662.8780689789,1038,41,954,33,947,33,955,33,-7,1,0,0,-8,0,z3-pb-formal,tie,1,2,2,1,1,1,1,1
c3540_trojan72,c3540,c3540_trojan72,PASS,PASS,both_pass,1,2713.89,36381.3,2900.5915940506384,36563.990307971835,1038,41,948,33,946,33,946,33,-2,-2,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan73,c3540,c3540_trojan73,PASS,PASS,both_pass,1,2770.05,33318.7,2957.6644300250337,33453.69395101443,1038,41,953,33,947,33,949,35,-6,-4,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan74,c3540,c3540_trojan74,PASS,PASS,both_pass,1,4416.84,28575.8,4611.967641976662,28741.59298010636,1038,41,953,33,947,33,956,35,-6,3,0,2,-9,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan75,c3540,c3540_trojan75,PASS,PASS,both_pass,1,1385.06,22319.3,1596.072428044863,22480.02982698381,1038,41,949,33,946,33,946,33,-3,-3,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan76,c3540,c3540_trojan76,PASS,PASS,both_pass,1,1842.97,40627.3,2056.599491974339,40765.02294605598,1038,41,953,33,948,33,948,33,-5,-5,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan77,c3540,c3540_trojan77,PASS,PASS,both_pass,1,2588.84,36706.9,2800.698978942819,36863.2180619752,1038,41,953,33,947,33,947,33,-6,-6,0,0,0,0,tie,tie,1,3,2,1,1,1,1,1
c3540_trojan78,c3540,c3540_trojan78,PASS,PASS,both_pass,1,847.609,40440.7,1050.4790099803358,40614.87303394824,1038,41,953,33,949,33,952,33,-4,-1,0,0,-3,0,z3-pb-formal,tie,1,3,3,1,1,1,1,1
c3540_trojan79,c3540,c3540_trojan79,PASS,PASS,both_pass,1,2969.21,46991.5,3155.931298970245,47124.444533954374,1038,41,954,33,947,33,947,33,-7,-7,0,0,0,0,tie,tie,1,3,2,1,1,1,1,1
c3540_trojan8,c3540,c3540_trojan8,PASS,PASS,both_pass,1,3359.82,6118.71,3484.7710230387747,6169.982307008468,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan80,c3540,c3540_trojan80,PASS,PASS,both_pass,1,2671.58,38607.0,2856.0133039718494,38771.571930963546,1038,41,954,33,947,33,949,35,-7,-5,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan81,c3540,c3540_trojan81,PASS,PASS,both_pass,1,7253.62,29944.0,7469.380885013379,30075.834232964553,1038,41,954,33,949,33,951,35,-5,-3,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan82,c3540,c3540_trojan82,PASS,PASS,both_pass,1,3326.39,41239.1,3503.2159379916266,41372.21831304487,1038,41,954,33,949,33,952,33,-5,-2,0,0,-3,0,z3-pb-formal,tie,1,2,1,1,1,1,1,1
c3540_trojan83,c3540,c3540_trojan83,PASS,PASS,both_pass,1,910.151,43639.1,1093.960655038245,43798.19945001509,1038,41,954,33,949,33,949,33,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan84,c3540,c3540_trojan84,PASS,PASS,both_pass,1,1973.85,29216.8,2155.1121859811246,29359.623190015554,1038,41,954,33,949,33,951,35,-5,-3,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan85,c3540,c3540_trojan85,PASS,PASS,both_pass,1,544.988,49894.0,747.6351929362863,50045.74132000562,1038,41,955,33,949,33,949,33,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan86,c3540,c3540_trojan86,PASS,PASS,both_pass,1,21703.5,40595.8,22019.452204927802,40758.29892500769,1038,41,954,33,947,33,949,35,-7,-5,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan87,c3540,c3540_trojan87,PASS,PASS,both_pass,1,1515.94,53149.9,1708.9413750218228,53323.91477096826,1038,41,954,33,949,33,953,33,-5,-1,0,0,-4,0,z3-pb-formal,tie,1,3,3,1,1,1,1,1
c3540_trojan88,c3540,c3540_trojan88,PASS,PASS,both_pass,1,1873.9,37454.2,2056.676165899262,37618.96756105125,1038,41,954,33,949,33,949,33,-5,-5,0,0,0,0,tie,tie,1,3,2,1,1,1,1,1
c3540_trojan89,c3540,c3540_trojan89,PASS,PASS,both_pass,1,3265.51,49127.8,3458.141973009333,49280.750643927604,1038,41,954,33,948,33,955,33,-6,1,0,0,-7,0,z3-pb-formal,tie,1,2,2,1,1,1,1,1
c3540_trojan9,c3540,c3540_trojan9,PASS,PASS,both_pass,1,1978.67,5187.29,2067.8210159530863,5281.453332048841,1038,41,1043,41,1038,41,1038,41,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan90,c3540,c3540_trojan90,PASS,PASS,both_pass,1,17055.1,35655.1,17395.49400098622,35808.133621001616,1038,41,954,33,947,33,954,33,-7,0,0,0,-7,0,z3-pb-formal,tie,1,2,1,1,1,1,1,1
c3540_trojan91,c3540,c3540_trojan91,PASS,PASS,both_pass,1,742.747,61751.8,959.3671039910987,61900.666124070995,1038,41,951,33,947,33,949,35,-4,-2,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan92,c3540,c3540_trojan92,PASS,PASS,both_pass,1,6842.61,53289.7,7023.083672043867,53438.98397695739,1038,41,952,33,955,33,947,33,3,-5,0,0,8,0,dac25-inspired,tie,1,1,1,1,1,1,1,1
c3540_trojan93,c3540,c3540_trojan93,PASS,PASS,both_pass,1,3413.08,29173.5,3605.2767160581425,29343.893422046676,1038,41,955,33,949,33,958,35,-6,3,0,2,-9,-2,z3-pb-formal,z3-pb-formal,1,2,1,1,1,1,1,1
c3540_trojan94,c3540,c3540_trojan94,PASS,PASS,both_pass,1,3050.46,44916.7,3251.1280820472166,45066.49637699593,1038,41,955,33,949,33,949,33,-6,-6,0,0,0,0,tie,tie,1,2,1,1,1,1,1,1
c3540_trojan95,c3540,c3540_trojan95,PASS,PASS,both_pass,1,4739.34,33280.8,4966.048784088343,33450.11525892187,1038,41,953,33,948,33,948,33,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c3540_trojan96,c3540,c3540_trojan96,PASS,PASS,both_pass,1,2336.31,51480.7,2508.4280759328976,51632.6429300243,1038,41,952,33,955,33,947,33,3,-5,0,0,8,0,dac25-inspired,tie,1,1,1,1,1,1,1,1
c3540_trojan97,c3540,c3540_trojan97,PASS,PASS,both_pass,1,3874.22,69999.1,4061.3605190301314,70133.93852906302,1038,41,954,33,949,33,951,35,-5,-3,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c3540_trojan98,c3540,c3540_trojan98,PASS,PASS,both_pass,1,2413.6,43114.8,2605.3716010646895,43268.50945397746,1038,41,954,33,948,33,957,35,-6,3,0,2,-9,-2,z3-pb-formal,z3-pb-formal,1,2,1,1,1,1,1,1
c3540_trojan99,c3540,c3540_trojan99,PASS,PASS,both_pass,1,3165.13,42607.6,3355.6661560432985,42765.73235995602,1038,41,954,33,947,33,949,35,-7,-5,0,2,-2,-2,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c5315_trojan0,c5315,c5315_trojan0,PASS,PASS,both_pass,1,17964.9,4312.92,18190.048833959736,4368.11051692348,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan1,c5315,c5315_trojan1,PASS,PASS,both_pass,1,25241.6,3686.08,25555.840457091108,3766.623102943413,1773,38,1778,38,1773,38,1773,38,-5,-5,0,0,0,0,tie,tie,1,3,1,1,1,1,1,1
c5315_trojan10,c5315,c5315_trojan10,PASS,PASS,both_pass,1,29528.8,4646.55,29838.524186983705,4719.108105986379,1773,38,1778,43,1773,38,1773,38,-5,-5,-5,-5,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan11,c5315,c5315_trojan11,PASS,PASS,both_pass,1,7987.8,4173.63,8139.598418958485,4267.945133964531,1773,38,1778,44,1773,38,1773,38,-5,-5,-6,-6,0,0,tie,tie,1,0,1,1,1,1,1,1
c5315_trojan12,c5315,c5315_trojan12,PASS,PASS,both_pass,1,15175.2,4674.2,15383.087077061646,4770.315203000791,1773,38,1780,46,1773,38,1773,38,-7,-7,-8,-8,0,0,tie,tie,1,0,1,1,1,1,1,1
