circuit,trojan,success,gt_verify,vn_rounds,runtime_ms,area_delta,level_delta,cec_rounds
aes,aes_trojan1,PASS,PASS,1,62864.3,-1,-8,0
c2670,c2670_trojan0,PASS,PASS,0,512.172,-1,0,0
c2670,c2670_trojan10,PASS,PASS,0,1322.45,-1,0,0
c2670,c2670_trojan11,PASS,PASS,0,578.553,-1,-14,0
c2670,c2670_trojan12,PASS,PASS,0,947.776,-1,0,1
c2670,c2670_trojan13,PASS,PASS,0,496.571,-1,0,0
c2670,c2670_trojan14,PASS,PASS,0,680.51,-1,0,0
c2670,c2670_trojan15,PASS,PASS,0,971.948,-1,0,1
c2670,c2670_trojan16,PASS,PASS,0,922.198,-1,0,1
c2670,c2670_trojan17,PASS,PASS,0,835.138,-1,0,0
c2670,c2670_trojan18,PASS,PASS,0,854.578,-1,0,0
c2670,c2670_trojan19,PASS,PASS,0,713.265,-1,-8,0
c2670,c2670_trojan1,PASS,PASS,0,583.602,-1,0,0
c2670,c2670_trojan20,PASS,PASS,0,521.756,-1,-13,0
c2670,c2670_trojan21,PASS,PASS,0,536.754,-1,-13,0
c2670,c2670_trojan22,PASS,PASS,0,541.538,-1,0,0
c2670,c2670_trojan23,PASS,PASS,0,739.646,-1,-12,0
c2670,c2670_trojan24,PASS,PASS,0,1399.99,-1,0,0
c2670,c2670_trojan25,PASS,PASS,0,1158.69,-1,-12,0
c2670,c2670_trojan26,PASS,PASS,0,537.533,-1,-11,0
c2670,c2670_trojan27,PASS,PASS,0,556.922,-1,0,0
c2670,c2670_trojan28,PASS,PASS,0,1805.54,-1,0,1
c2670,c2670_trojan29,PASS,PASS,0,542.684,-1,0,0
c2670,c2670_trojan2,PASS,PASS,0,617.957,-1,0,0
c2670,c2670_trojan30,PASS,PASS,0,605.117,-1,0,0
c2670,c2670_trojan31,PASS,PASS,0,779.817,-1,-11,0
c2670,c2670_trojan32,PASS,PASS,0,578.318,-1,0,0
c2670,c2670_trojan33,PASS,PASS,0,472.457,-1,0,0
c2670,c2670_trojan34,PASS,PASS,0,525.87,-1,0,0
c2670,c2670_trojan35,PASS,PASS,0,536.7,-1,0,0
c2670,c2670_trojan36,PASS,PASS,0,699.082,-1,-12,0
c2670,c2670_trojan37,PASS,PASS,0,546.313,-1,-14,0
c2670,c2670_trojan38,PASS,PASS,0,509.228,-1,0,0
c2670,c2670_trojan39,PASS,PASS,0,507.209,-1,-11,0
c2670,c2670_trojan3,PASS,PASS,0,1797.95,-1,0,1
c2670,c2670_trojan40,PASS,PASS,0,799.45,-1,-13,0
c2670,c2670_trojan41,PASS,PASS,0,1003.14,-1,-13,0
c2670,c2670_trojan42,PASS,PASS,0,754.722,-1,-9,0
c2670,c2670_trojan43,PASS,PASS,0,2261.11,-1,-9,0
c2670,c2670_trojan44,PASS,PASS,0,522.982,-1,0,0
c2670,c2670_trojan45,PASS,PASS,0,500.662,-1,0,0
c2670,c2670_trojan46,PASS,PASS,0,1750,-1,-11,0
c2670,c2670_trojan47,PASS,PASS,0,749.966,-1,0,0
c2670,c2670_trojan48,PASS,PASS,0,1651.79,-1,-12,0
c2670,c2670_trojan49,PASS,PASS,0,664.742,-1,-13,0
c2670,c2670_trojan4,PASS,PASS,0,528.132,-1,0,0
c2670,c2670_trojan50,PASS,PASS,0,500.195,-1,-3,0
c2670,c2670_trojan51,PASS,PASS,0,856.127,-1,-3,1
c2670,c2670_trojan52,PASS,PASS,0,799.363,-1,0,0
c2670,c2670_trojan53,PASS,PASS,0,2553.19,-1,-5,0
c2670,c2670_trojan54,PASS,PASS,0,569.83,-1,0,0
c2670,c2670_trojan55,PASS,PASS,0,549.117,-1,0,0
c2670,c2670_trojan56,PASS,PASS,0,717.327,-1,-5,0
c2670,c2670_trojan57,PASS,PASS,0,1035.34,-1,-2,0
c2670,c2670_trojan58,PASS,PASS,0,953.415,-1,0,0
c2670,c2670_trojan59,PASS,PASS,0,453.281,-1,-6,0
c2670,c2670_trojan5,PASS,PASS,0,613.779,-1,0,0
c2670,c2670_trojan60,PASS,PASS,0,1304.03,-1,0,0
c2670,c2670_trojan61,PASS,PASS,0,605.152,-1,-2,0
c2670,c2670_trojan62,PASS,PASS,0,830.424,-1,-3,1
c2670,c2670_trojan63,PASS,PASS,0,503.057,-1,-5,0
c2670,c2670_trojan64,PASS,PASS,0,1004.27,-1,-7,0
c2670,c2670_trojan65,PASS,PASS,0,982.85,-1,-2,1
c2670,c2670_trojan66,PASS,PASS,0,839.629,-1,-3,1
c2670,c2670_trojan67,PASS,PASS,0,697.61,-1,0,0
c2670,c2670_trojan68,PASS,PASS,0,573.33,-1,-3,0
c2670,c2670_trojan69,PASS,PASS,0,603.622,-1,0,0
c2670,c2670_trojan6,PASS,PASS,0,564.883,-1,0,0
c2670,c2670_trojan70,PASS,PASS,0,455.355,-1,-2,0
c2670,c2670_trojan71,PASS,PASS,0,1131.47,-1,-2,0
c2670,c2670_trojan72,PASS,PASS,0,516.454,-1,-3,0
c2670,c2670_trojan73,PASS,PASS,0,667.269,-1,-2,0
c2670,c2670_trojan74,PASS,PASS,0,859.259,-1,0,0
c2670,c2670_trojan75,PASS,PASS,0,3435.64,-1,-5,0
c2670,c2670_trojan76,PASS,PASS,0,565.009,-1,-2,0
c2670,c2670_trojan77,PASS,PASS,0,529.058,-1,0,0
c2670,c2670_trojan78,PASS,PASS,0,2515.63,-1,-5,0
c2670,c2670_trojan79,PASS,PASS,0,1175.84,-1,0,0
c2670,c2670_trojan7,PASS,PASS,0,714.863,-1,-12,0
c2670,c2670_trojan80,PASS,PASS,0,1368.35,-1,-3,0
c2670,c2670_trojan81,PASS,PASS,0,2636.27,-1,-2,0
c2670,c2670_trojan82,PASS,PASS,0,652.122,-1,0,0
c2670,c2670_trojan83,PASS,PASS,0,1204.66,-1,0,2
c2670,c2670_trojan84,PASS,PASS,0,792.703,-1,0,0
c2670,c2670_trojan85,PASS,PASS,0,565.338,-1,0,0
c2670,c2670_trojan86,PASS,PASS,0,855.113,-1,0,0
c2670,c2670_trojan87,PASS,PASS,0,697.344,-1,-2,0
