circuit,trojan,success,gt_verify,vn_rounds,runtime_ms,area_delta,level_delta
c880,c880_trojan27,ERROR_1,FAIL,0,,,
c880,c880_trojan28,CEC_FAIL,PASS,1,752.069,3,1
c880,c880_trojan29,PASS,PASS,1,677.899,3,1
c880,c880_trojan2,CEC_FAIL,PASS,1,6211.05,4,1
c880,c880_trojan30,CEC_FAIL,PASS,1,421.018,2,1
c880,c880_trojan31,CEC_FAIL,PASS,1,2170.5,4,1
c880,c880_trojan32,PASS,PASS,1,3067.91,8,3
c880,c880_trojan33,CEC_FAIL,PASS,1,1987.18,8,1
c880,c880_trojan34,PASS,PASS,1,5211.57,9,1
c880,c880_trojan35,PASS,PASS,1,5976.97,9,1
c880,c880_trojan36,PASS,PASS,1,1779.78,3,1
c880,c880_trojan37,PASS,PASS,1,4615.67,10,3
c880,c880_trojan38,PASS,PASS,1,656.385,13,4
c880,c880_trojan39,CEC_FAIL,PASS,1,2032.45,8,3
c880,c880_trojan3,CEC_FAIL,PASS,1,533.942,3,1
c880,c880_trojan40,CEC_FAIL,PASS,1,3783.61,8,1
c880,c880_trojan41,CEC_FAIL,PASS,1,496.597,3,1
c880,c880_trojan42,CEC_FAIL,PASS,1,2591.2,8,2
c880,c880_trojan43,PASS,PASS,1,2194.14,5,5
c880,c880_trojan44,CEC_FAIL,PASS,1,815.282,4,1
c880,c880_trojan45,PASS,PASS,1,3232.7,6,1
c880,c880_trojan46,CEC_FAIL,PASS,1,1036.03,4,1
c880,c880_trojan47,PASS,PASS,1,1591.93,8,2
c880,c880_trojan48,PASS,PASS,1,424.087,-1,0
c880,c880_trojan49,PASS,PASS,1,1568.23,5,4
c880,c880_trojan4,CEC_FAIL,PASS,1,4499.93,9,1
c880,c880_trojan50,CEC_FAIL,PASS,1,4291.48,4,3
c880,c880_trojan51,CEC_FAIL,PASS,1,9814.92,2,2
c880,c880_trojan52,FAIL,FAIL,1,5774.1,,
c880,c880_trojan53,PASS,PASS,1,3532.51,4,3
c880,c880_trojan54,PASS,PASS,1,8356.54,7,7
c880,c880_trojan55,PASS,PASS,0,414.133,-1,0
c880,c880_trojan56,PASS,PASS,1,7049.04,6,1
c880,c880_trojan57,PASS,PASS,1,4441.97,5,1
c880,c880_trojan58,CEC_FAIL,PASS,1,1039.86,4,8
c880,c880_trojan59,PASS,PASS,1,8121.8,6,1
c880,c880_trojan5,CEC_FAIL,PASS,1,569.308,3,1
c880,c880_trojan60,CEC_FAIL,PASS,1,5549.68,5,1
c880,c880_trojan61,CEC_FAIL,PASS,1,523.287,2,1
c880,c880_trojan62,PASS,PASS,1,5079.76,7,3
c880,c880_trojan63,CEC_FAIL,PASS,1,1207.52,5,1
c880,c880_trojan64,CEC_FAIL,PASS,1,571.629,4,1
c880,c880_trojan65,PASS,PASS,1,478.485,-1,0
c880,c880_trojan66,PASS,PASS,1,3964.96,5,2
c880,c880_trojan67,ERROR_1,FAIL,0,,,
c880,c880_trojan68,CEC_FAIL,PASS,1,543.096,2,1
c880,c880_trojan69,CEC_FAIL,PASS,1,3288.93,6,3
c880,c880_trojan6,PASS,PASS,1,3440.56,8,1
c880,c880_trojan70,PASS,PASS,1,3467.26,5,2
c880,c880_trojan71,PASS,PASS,1,6593.84,7,4
c880,c880_trojan72,PASS,PASS,1,3584.81,4,1
c880,c880_trojan73,PASS,PASS,1,5154.53,4,2
c880,c880_trojan74,CEC_FAIL,PASS,1,3092.02,6,1
c880,c880_trojan75,PASS,PASS,1,4755.37,7,7
c880,c880_trojan76,PASS,PASS,1,1037.1,2,1
c880,c880_trojan77,ERROR_1,FAIL,0,,,
c880,c880_trojan78,PASS,PASS,1,2268.69,3,1
c880,c880_trojan79,CEC_FAIL,PASS,1,1701.86,4,1
c880,c880_trojan7,CEC_FAIL,PASS,1,480.2,3,0
c880,c880_trojan80,CEC_FAIL,PASS,1,539.869,2,1
c880,c880_trojan81,CEC_FAIL,PASS,1,2056.15,2,1
c880,c880_trojan82,PASS,PASS,1,3666.31,5,3
c880,c880_trojan83,PASS,PASS,1,4242.04,7,1
c880,c880_trojan84,CEC_FAIL,PASS,1,532.495,3,1
c880,c880_trojan85,CEC_FAIL,PASS,1,5423.64,5,7
c880,c880_trojan86,PASS,PASS,1,5649.18,7,4
c880,c880_trojan87,PASS,PASS,1,3753.62,2,1
c880,c880_trojan88,CEC_FAIL,PASS,1,674.158,3,1
c880,c880_trojan89,CEC_FAIL,PASS,1,1691.8,4,2
c880,c880_trojan8,CEC_FAIL,PASS,1,1443.83,8,1
c880,c880_trojan90,CEC_FAIL,PASS,1,4308.7,3,7
c880,c880_trojan91,CEC_FAIL,PASS,1,647.548,4,1
c880,c880_trojan92,PASS,PASS,1,3317.54,3,9
c880,c880_trojan93,PASS,PASS,1,3425.95,3,1
c880,c880_trojan94,CEC_FAIL,PASS,1,1027.47,5,1
c880,c880_trojan95,PASS,PASS,1,7171.48,7,4
c880,c880_trojan96,CEC_FAIL,PASS,1,2000.62,5,1
c880,c880_trojan97,PASS,PASS,1,2872.39,4,8
c880,c880_trojan98,CEC_FAIL,PASS,1,491.424,2,1
c880,c880_trojan99,CEC_FAIL,PASS,1,1500.91,4,1
c880,c880_trojan9,PASS,PASS,1,5195.23,8,1
