circuit,trojan,success,gt_verify,vn_rounds,runtime_ms,area_delta,level_delta,cec_rounds
c2670,c2670_trojan90,PASS,PASS,0,816.463,-1,0,0
c2670,c2670_trojan91,PASS,PASS,0,2084.26,-1,-7,0
c2670,c2670_trojan92,PASS,PASS,0,1060.36,-1,-7,0
c2670,c2670_trojan93,PASS,PASS,0,758.627,-1,0,0
c2670,c2670_trojan94,PASS,PASS,0,1210.32,-1,-4,0
c2670,c2670_trojan95,PASS,PASS,0,679.241,-1,0,0
c2670,c2670_trojan96,PASS,PASS,0,1982.68,-1,-7,0
c2670,c2670_trojan97,PASS,PASS,0,1478.61,-1,-7,0
c2670,c2670_trojan98,PASS,PASS,0,1302.87,-1,0,0
c2670,c2670_trojan99,PASS,PASS,0,1038.32,-1,-2,0
c2670,c2670_trojan9,PASS,PASS,0,465.212,-1,-12,0
c3540,c3540_trojan0,PASS,PASS,1,14709.3,-1,0,0
c3540,c3540_trojan10,PASS,PASS,1,13657.2,-1,0,0
c3540,c3540_trojan11,PASS,PASS,0,9937.3,-1,0,0
c3540,c3540_trojan12,PASS,PASS,1,3693.82,-1,0,0
c3540,c3540_trojan13,PASS,PASS,1,2667.8,-1,0,0
c3540,c3540_trojan14,PASS,PASS,0,3329.79,-1,0,0
c3540,c3540_trojan15,PASS,PASS,0,3039.03,-1,0,0
c3540,c3540_trojan16,PASS,PASS,1,2141.88,-1,-6,0
c3540,c3540_trojan17,PASS,PASS,1,13997.7,-1,0,0
c3540,c3540_trojan18,PASS,PASS,0,7059.75,-1,0,0
c3540,c3540_trojan19,PASS,PASS,0,723.421,-1,0,0
c3540,c3540_trojan1,PASS,PASS,0,3820.36,-1,0,0
c3540,c3540_trojan20,PASS,PASS,0,3433.54,-1,0,0
c3540,c3540_trojan21,PASS,PASS,0,3676.77,-1,0,0
c3540,c3540_trojan22,PASS,PASS,0,3820.99,-1,-4,0
c3540,c3540_trojan23,PASS,PASS,0,4096.71,-1,0,0
c3540,c3540_trojan24,PASS,PASS,0,5332.75,-1,0,0
c3540,c3540_trojan25,PASS,PASS,0,556.13,-1,-4,0
c3540,c3540_trojan26,PASS,PASS,1,2790.51,-1,0,0
c3540,c3540_trojan27,PASS,PASS,0,2199.44,-1,0,0
c3540,c3540_trojan28,PASS,PASS,1,7288.9,-1,0,0
c3540,c3540_trojan29,PASS,PASS,0,922.534,-1,0,0
c3540,c3540_trojan2,PASS,PASS,0,13750.2,-1,0,0
c3540,c3540_trojan30,PASS,PASS,0,3564.11,-1,0,0
c3540,c3540_trojan31,PASS,PASS,1,9316.76,-1,0,0
c3540,c3540_trojan32,PASS,PASS,0,3107.66,-1,0,0
c3540,c3540_trojan33,PASS,PASS,1,2866.81,-1,0,0
c3540,c3540_trojan34,PASS,PASS,0,681.106,-1,0,0
c3540,c3540_trojan35,PASS,PASS,1,14907.1,-1,0,0
c3540,c3540_trojan36,PASS,PASS,0,12777.8,-1,0,0
c3540,c3540_trojan37,PASS,PASS,0,2232.41,-1,0,4
c3540,c3540_trojan38,PASS,PASS,1,1903.1,-1,0,0
c3540,c3540_trojan39,PASS,PASS,1,6739.51,-1,0,0
c3540,c3540_trojan3,PASS,PASS,0,3243.83,-1,-6,0
c3540,c3540_trojan40,PASS,PASS,0,10676.4,-1,0,0
c3540,c3540_trojan41,PASS,PASS,1,1715.94,3,1,0
c3540,c3540_trojan42,PASS,PASS,0,6274.03,2,1,0
c3540,c3540_trojan43,PASS,PASS,1,7845.69,-1,0,0
c3540,c3540_trojan44,PASS,PASS,1,1162.61,-1,0,0
c3540,c3540_trojan45,PASS,PASS,1,9414.54,-1,0,0
c3540,c3540_trojan46,PASS,PASS,0,3062.33,2,0,0
c3540,c3540_trojan47,PASS,PASS,1,9581.08,-1,0,0
c3540,c3540_trojan48,PASS,PASS,1,3574.56,-1,0,0
c3540,c3540_trojan49,PASS,PASS,0,2172.42,-1,0,0
c3540,c3540_trojan4,PASS,PASS,0,3743.4,-1,0,0
c3540,c3540_trojan50,PASS,PASS,1,10720.6,-1,0,0
c3540,c3540_trojan51,PASS,PASS,0,5361.82,-1,0,0
c3540,c3540_trojan52,PASS,PASS,0,14701.2,-1,0,0
c3540,c3540_trojan53,PASS,PASS,0,5530.7,-1,0,0
c3540,c3540_trojan54,PASS,PASS,0,8799.73,-1,0,0
c3540,c3540_trojan55,PASS,PASS,0,13541.3,-1,0,0
c3540,c3540_trojan56,PASS,PASS,0,796.409,-1,0,0
c3540,c3540_trojan57,PASS,PASS,0,2082.02,-1,0,0
c3540,c3540_trojan58,PASS,PASS,0,2946.78,-1,0,0
c3540,c3540_trojan59,PASS,PASS,0,3479.88,-1,0,0
c3540,c3540_trojan5,PASS,PASS,0,8660.7,-1,0,0
c3540,c3540_trojan60,PASS,PASS,0,5352.67,-1,0,0
c3540,c3540_trojan61,PASS,PASS,0,15619.7,-1,0,0
c3540,c3540_trojan62,PASS,PASS,0,1155.78,-1,0,0
c3540,c3540_trojan63,PASS,PASS,0,3031.03,-1,0,0
c3540,c3540_trojan64,PASS,PASS,0,3270.51,-1,0,0
c3540,c3540_trojan65,PASS,PASS,0,6629.3,-1,0,0
c3540,c3540_trojan66,PASS,PASS,1,16507.1,-1,0,0
c3540,c3540_trojan67,PASS,PASS,0,11070,-1,0,0
c3540,c3540_trojan68,PASS,PASS,0,10870.6,-1,0,0
c3540,c3540_trojan69,PASS,PASS,0,1792.98,-1,0,0
c3540,c3540_trojan6,PASS,PASS,1,1260.69,-1,0,0
c3540,c3540_trojan70,PASS,PASS,1,9101.01,-1,0,0
c3540,c3540_trojan71,PASS,PASS,0,2742.04,-1,0,0
c3540,c3540_trojan72,PASS,PASS,0,4717.79,-1,0,0
c3540,c3540_trojan73,PASS,PASS,0,3336.58,-1,0,0
